Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-03-24 03:19,67.54,73.91,332.68,100,99
2025-03-24 03:34,64.29,95.35,356.92,103,95
2025-03-24 03:49,86.03,78.65,317.87,98,102
2025-03-24 04:04,73.23,97.84,349.36,102,96
2025-03-24 04:19,66.68,94.69,377.81,102,96
2025-03-24 04:34,78.81,98.09,269.82,101,98
2025-03-24 04:49,61.81,67.88,263.35,100,99
2025-03-24 05:04,74.61,67.09,297.9,98,101
2025-03-24 05:19,78.28,82.84,331.85,99,100
2025-03-24 05:34,74.87,90.84,271.25,101,98
2025-03-24 05:49,71.49,78.68,310.83,100,99
2025-03-24 06:04,60.44,80.45,332.13,102,97
2025-03-24 06:19,70.34,76.1,262.88,100,99
2025-03-24 06:34,64.66,87.35,296.45,102,96
2025-03-24 06:49,74.7,85.69,343.35,100,99
2025-03-24 07:04,79.18,90.5,313.07,100,99
2025-03-24 07:19,69.29,92.51,384.98,102,96
2025-03-24 07:34,80.78,84.9,388.51,99,100
2025-03-24 07:49,84.77,95.37,275.01,100,99
2025-03-24 08:04,80.27,89.84,324.34,100,99
2025-03-24 08:19,86.24,67.03,264.05,97,104
2025-03-24 08:34,78.4,84.91,333.35,99,99
2025-03-24 08:49,80.08,88.4,348.09,100,99
2025-03-24 09:04,60.62,66.16,341.97,100,99
2025-03-24 09:19,86.32,88.56,280.39,99,100
2025-03-24 09:34,76.23,79.96,258.39,99,100
2025-03-24 09:49,86.87,67.69,313.61,96,104
2025-03-24 10:04,74.88,68.65,271.64,98,101
2025-03-24 10:19,61.38,98.46,364.84,103,94
2025-03-24 10:34,73.1,87.55,283.86,101,98
2025-03-24 10:49,76.29,86.7,326.29,100,99
2025-03-24 11:04,75.92,99.68,262.19,101,97
2025-03-24 11:19,77.04,76.22,331.29,99,100
2025-03-24 11:34,87.15,80.47,389.48,98,102
2025-03-24 11:49,61.98,74.92,329.13,101,98
2025-03-24 12:04,80.34,90.38,264.38,100,99
2025-03-24 12:19,80.21,77.95,275.62,99,101
2025-03-24 12:34,78.93,76.58,268.07,99,101
2025-03-24 12:49,65.34,99.92,302.37,103,95
2025-03-24 13:04,67.87,95.8,354.17,102,96
2025-03-24 13:19,87.19,86.88,262.22,98,101
2025-03-24 13:34,67.88,83.91,290.72,101,97
2025-03-24 13:49,68.38,77.06,254.7,100,99
2025-03-24 14:04,66.5,89.49,293.42,102,96
2025-03-24 14:19,67.7,69.92,333.09,100,100
2025-03-24 14:34,83.02,99.05,319.84,100,98
2025-03-24 14:49,62.75,82.53,258.47,102,97
2025-03-24 15:04,64.15,60.36,387.71,99,100
2025-03-24 15:19,79.83,83.16,318.83,99,100
2025-03-24 15:34,69.01,69.2,336.54,99,100
2025-03-24 15:49,65.72,80.85,291.72,101,98
2025-03-24 16:04,62.68,66.92,387.16,100,99
2025-03-24 16:19,60.76,60.68,259.96,100,100
2025-03-24 16:34,72.19,94.41,285.68,101,97
2025-03-24 16:49,71.47,75.99,338.2,100,99
2025-03-24 17:04,62.98,70.85,351.16,100,98
2025-03-24 17:19,69.05,90.15,250.14,101,97
2025-03-24 17:34,87.45,75.35,289.62,97,103
2025-03-24 17:49,67.89,64.39,281.73,99,100
2025-03-24 18:04,72.6,80.41,315.72,100,99
2025-03-24 18:19,61.6,95.95,388.07,103,94
2025-03-24 18:34,65.4,76.61,254.02,101,98
2025-03-24 18:49,80.41,94.88,325.45,100,98
2025-03-24 19:04,62.24,96.88,287.36,103,94
2025-03-24 19:19,73.67,78.44,318.88,100,99
2025-03-24 19:34,79.53,71.56,263.96,98,102
2025-03-24 19:49,85.84,64.27,317.17,96,104
2025-03-24 20:04,84.53,93.71,347.14,99,99
2025-03-24 20:19,87.78,94.03,301.32,99,100
2025-03-24 20:34,64.08,73.06,250.02,100,98
2025-03-24 20:49,65.52,93.11,388.7,102,96
2025-03-24 21:04,79.06,77.67,322.82,99,101
2025-03-24 21:19,68.56,67.26,378.78,99,100
2025-03-24 21:34,65.87,94.03,314.69,102,96
2025-03-24 21:49,86.97,77.89,352.54,97,102
2025-03-24 22:04,81.63,70.65,319.17,98,102
2025-03-24 22:19,81.0,77.95,283.85,98,101
2025-03-24 22:34,82.43,83.42,270.0,99,100
2025-03-24 22:49,66.21,77.11,269.62,101,98
2025-03-24 23:04,87.96,82.98,372.73,98,102
2025-03-24 23:19,83.09,90.56,347.19,99,100
2025-03-24 23:34,70.81,63.25,331.48,98,101
2025-03-24 23:49,79.72,86.48,384.97,99,99
2025-03-25 00:04,86.57,67.64,381.03,97,104
2025-03-25 00:19,78.62,97.98,326.55,101,98
2025-03-25 00:34,66.61,95.34,277.21,102,96
2025-03-25 00:49,83.84,91.42,367.25,99,100
2025-03-25 01:04,65.48,73.14,383.78,100,99
2025-03-25 01:19,70.25,64.36,279.82,99,101
2025-03-25 01:34,85.39,66.81,380.79,97,104
2025-03-25 01:49,82.18,68.24,375.71,97,103
2025-03-25 02:04,64.62,75.4,304.37,101,98
2025-03-25 02:19,73.26,85.6,366.13,100,98
2025-03-25 02:34,82.92,90.07,319.66,99,100
2025-03-25 02:49,67.93,78.64,325.72,100,98
2025-03-25 03:04,79.08,83.91,326.95,99,100
2025-03-25 03:19,75.76,71.16,377.81,99,101
2025-03-25 03:34,79.97,78.15,371.48,99,101
2025-03-25 03:49,81.34,88.95,256.47,99,99
2025-03-25 04:04,88.66,66.19,326.82,96,104
2025-03-25 04:19,73.12,79.04,351.81,100,99
2025-03-25 04:34,62.95,89.15,274.07,102,96
2025-03-25 04:49,73.19,74.19,365.19,99,100
2025-03-25 05:04,60.02,72.72,278.73,101,98
2025-03-25 05:19,77.9,79.32,281.66,99,100
2025-03-25 05:34,66.57,69.0,322.27,100,99
2025-03-25 05:49,81.86,64.97,270.47,97,103
2025-03-25 06:04,66.55,64.6,367.65,99,100
2025-03-25 06:19,65.9,99.48,291.66,103,95
2025-03-25 06:34,89.06,68.06,280.32,96,104
2025-03-25 06:49,81.67,95.35,307.49,100,99
2025-03-25 07:04,89.63,77.98,355.76,97,103
2025-03-25 07:19,61.9,78.28,264.25,101,97
2025-03-25 07:34,87.97,91.4,389.91,99,100
2025-03-25 07:49,86.06,66.38,253.12,96,104
2025-03-25 08:04,77.58,69.93,375.28,98,102
2025-03-25 08:19,88.33,97.04,300.52,99,100
2025-03-25 08:34,69.53,73.29,320.07,100,99
2025-03-25 08:49,66.09,79.6,367.15,101,98
2025-03-25 09:04,71.54,62.44,359.9,98,101
2025-03-25 09:19,61.77,62.96,308.01,100,99
2025-03-25 09:34,80.35,85.17,350.73,99,100
2025-03-25 09:49,85.24,84.46,302.56,98,101
2025-03-25 10:04,81.96,88.31,264.87,99,100
2025-03-25 10:19,75.22,69.46,254.33,98,101
2025-03-25 10:34,72.51,70.67,306.05,99,100
2025-03-25 10:49,61.94,85.36,272.25,102,96
2025-03-25 11:04,65.52,81.68,306.46,101,97
2025-03-25 11:19,84.84,74.07,348.28,97,102
2025-03-25 11:34,89.23,98.48,251.88,99,100
2025-03-25 11:49,71.17,80.67,300.09,100,99
2025-03-25 12:04,89.17,88.17,366.12,98,101
2025-03-25 12:19,79.44,86.98,348.7,100,99
2025-03-25 12:34,79.66,70.16,282.57,98,102
2025-03-25 12:49,64.91,93.57,334.2,102,95
2025-03-25 13:04,67.46,77.76,304.87,100,98
2025-03-25 13:19,86.29,87.33,278.63,99,101
2025-03-25 13:34,89.9,70.24,378.61,96,104
2025-03-25 13:49,78.32,95.1,371.06,101,98
2025-03-25 14:04,70.98,60.78,297.23,98,102
2025-03-25 14:19,83.15,70.31,320.33,97,103
2025-03-25 14:34,65.49,81.14,329.67,101,97
2025-03-25 14:49,65.78,97.53,333.42,103,95
2025-03-25 15:04,83.84,93.33,317.99,100,99
2025-03-25 15:19,68.18,70.07,261.98,100,100
2025-03-25 15:34,77.53,73.46,268.95,98,101
2025-03-25 15:49,78.07,69.48,276.92,98,102
2025-03-25 16:04,72.06,86.49,350.82,101,98
2025-03-25 16:19,68.26,74.06,365.81,100,99
2025-03-25 16:34,71.08,69.16,346.34,99,100
2025-03-25 16:49,87.55,72.74,303.32,97,103
2025-03-25 17:04,79.65,68.11,358.85,98,102
2025-03-25 17:19,83.53,77.57,359.87,98,102
2025-03-25 17:34,66.68,98.93,330.27,103,95
2025-03-25 17:49,82.61,90.48,280.99,99,99
2025-03-25 18:04,73.1,73.25,335.65,99,100
2025-03-25 18:19,71.33,71.35,383.55,99,100
2025-03-25 18:34,86.56,96.47,262.49,99,99
2025-03-25 18:49,89.89,94.29,274.22,99,100
2025-03-25 19:04,74.13,99.56,380.12,102,96
2025-03-25 19:19,83.57,71.75,389.01,97,102
2025-03-25 19:34,87.88,99.28,281.12,99,99
2025-03-25 19:49,81.69,68.63,263.51,97,103
2025-03-25 20:04,63.95,98.81,269.94,103,94
2025-03-25 20:19,86.22,67.9,340.13,97,104
2025-03-25 20:34,72.39,73.37,383.63,99,100
2025-03-25 20:49,81.0,95.03,337.03,100,98
2025-03-25 21:04,73.81,71.15,292.33,99,101
2025-03-25 21:19,73.17,84.9,253.48,100,98
2025-03-25 21:34,70.91,81.49,274.42,100,98
2025-03-25 21:49,86.44,72.89,372.65,97,103
2025-03-25 22:04,83.56,77.0,282.78,98,102
2025-03-25 22:19,88.14,60.28,387.66,96,105
2025-03-25 22:34,81.97,79.79,349.21,98,101
2025-03-25 22:49,83.82,89.2,254.02,99,100
2025-03-25 23:04,72.93,93.65,296.72,101,97
2025-03-25 23:19,75.95,72.06,340.45,99,101
2025-03-25 23:34,61.86,64.17,366.44,100,99
2025-03-25 23:49,64.58,72.35,323.13,100,99
2025-03-26 00:04,62.21,79.25,281.23,101,97
2025-03-26 00:19,87.28,71.58,366.21,97,103
2025-03-26 00:34,61.03,60.24,296.28,100,100
2025-03-26 00:49,67.04,60.09,273.61,99,101
2025-03-26 01:04,63.1,78.2,372.52,101,97
2025-03-26 01:19,63.21,79.75,345.27,101,97
2025-03-26 01:34,86.1,63.18,266.15,96,104
2025-03-26 01:49,69.31,83.8,277.54,101,98
2025-03-26 02:04,89.36,92.67,360.04,99,100
2025-03-26 02:19,67.28,84.16,280.6,101,97
2025-03-26 02:34,77.62,88.13,276.64,100,99
2025-03-26 02:49,87.89,98.61,371.21,99,99
2025-03-26 03:04,66.77,92.67,344.63,102,96
2025-03-26 03:19,75.84,90.54,288.7,100,98
2025-03-26 03:34,79.81,75.81,289.37,98,101
2025-03-26 03:49,78.4,86.57,254.04,100,99
2025-03-26 04:04,80.09,63.47,256.84,97,103
2025-03-26 04:19,87.17,98.87,360.23,100,99
2025-03-26 04:34,86.74,66.86,298.35,96,104
2025-03-26 04:49,62.14,73.23,265.11,101,98
2025-03-26 05:04,85.23,94.01,344.2,99,99
2025-03-26 05:19,64.39,80.64,375.28,101,97
2025-03-26 05:34,79.54,65.27,346.03,97,103
2025-03-26 05:49,63.69,85.39,370.85,102,96
2025-03-26 06:04,80.97,72.38,385.85,98,102
2025-03-26 06:19,78.23,60.79,311.74,97,103
2025-03-26 06:34,70.67,91.96,364.87,101,97
2025-03-26 06:49,87.53,63.52,298.63,96,104
2025-03-26 07:04,68.09,77.76,344.65,100,98
2025-03-26 07:19,75.8,83.79,358.13,100,99
2025-03-26 07:34,64.07,87.36,317.09,102,96
2025-03-26 07:49,87.9,94.11,388.38,99,100
2025-03-26 08:04,69.73,99.87,344.07,102,95
2025-03-26 08:19,74.7,91.01,342.3,101,98
2025-03-26 08:34,76.4,80.04,275.88,99,100
2025-03-26 08:49,86.15,87.71,257.38,99,101
2025-03-26 09:04,75.78,76.31,358.42,99,100
2025-03-26 09:19,60.83,74.09,359.45,101,98
2025-03-26 09:34,66.41,90.6,286.24,102,96
2025-03-26 09:49,62.82,82.01,306.6,102,97
2025-03-26 10:04,62.71,80.68,324.08,101,97
2025-03-26 10:19,60.08,89.17,294.84,103,95
2025-03-26 10:34,61.81,80.4,317.68,102,97
2025-03-26 10:49,86.58,79.05,312.6,98,102
2025-03-26 11:04,82.24,70.97,293.69,98,102
2025-03-26 11:19,87.9,91.87,296.77,99,100
2025-03-26 11:34,77.85,95.21,326.35,101,98
2025-03-26 11:49,75.77,99.45,301.07,101,97
2025-03-26 12:04,64.65,83.67,264.53,101,97
2025-03-26 12:19,88.21,71.65,372.95,97,103
2025-03-26 12:34,83.55,92.35,332.64,99,99
2025-03-26 12:49,69.45,71.0,293.26,99,100
2025-03-26 13:04,89.44,79.27,365.97,97,102
2025-03-26 13:19,86.91,97.67,266.68,99,99
2025-03-26 13:34,69.92,85.75,296.39,101,98
2025-03-26 13:49,78.25,74.41,361.21,98,101
2025-03-26 14:04,71.44,89.24,375.33,101,97
2025-03-26 14:19,80.52,83.25,327.32,99,100
2025-03-26 14:34,84.36,71.89,250.21,97,103
2025-03-26 14:49,74.35,61.66,254.81,98,102
2025-03-26 15:04,64.57,82.29,373.55,101,97
2025-03-26 15:19,76.08,82.06,274.5,100,99
2025-03-26 15:34,67.12,73.36,380.93,100,99
2025-03-26 15:49,80.37,66.48,369.38,97,103
2025-03-26 16:04,79.58,75.66,319.38,98,101
2025-03-26 16:19,81.74,93.06,266.21,100,99
2025-03-26 16:34,85.54,79.99,355.49,98,102
2025-03-26 16:49,78.63,72.94,268.82,98,101
2025-03-26 17:04,60.48,87.04,357.74,102,96
2025-03-26 17:19,81.72,81.68,257.85,99,101
2025-03-26 17:34,61.79,84.32,332.61,102,96
2025-03-26 17:49,78.49,70.7,315.1,98,102
2025-03-26 18:04,62.52,75.26,323.96,101,98
2025-03-26 18:19,75.97,65.96,342.3,98,102
2025-03-26 18:34,75.24,73.63,372.17,99,101
2025-03-26 18:49,72.95,88.1,308.53,101,98
2025-03-26 19:04,70.45,97.9,375.13,102,96
2025-03-26 19:19,79.12,85.36,302.55,99,100
2025-03-26 19:34,88.53,93.99,382.47,99,100
2025-03-26 19:49,64.81,83.01,279.86,101,97
2025-03-26 20:04,65.41,82.23,359.75,101,97
2025-03-26 20:19,63.56,67.56,253.3,100,99
2025-03-26 20:34,65.02,65.79,315.06,100,100
2025-03-26 20:49,77.41,88.58,323.56,100,99
2025-03-26 21:04,83.93,91.53,307.28,99,100
2025-03-26 21:19,81.34,87.12,253.94,99,100
2025-03-26 21:34,81.37,67.69,370.89,97,103
2025-03-26 21:49,89.55,71.99,340.37,97,104
2025-03-26 22:04,88.09,62.62,349.34,96,105
2025-03-26 22:19,81.45,97.53,327.75,100,98
2025-03-26 22:34,83.46,95.59,252.69,100,99
2025-03-26 22:49,71.37,65.28,343.05,99,101
2025-03-26 23:04,78.19,74.82,288.85,99,101
2025-03-26 23:19,89.06,67.25,317.34,96,104
2025-03-26 23:34,81.46,94.66,340.19,100,99
2025-03-26 23:49,65.86,76.39,283.51,101,98
2025-03-27 00:04,71.84,72.58,266.03,99,100
2025-03-27 00:19,82.0,93.48,329.02,100,99
2025-03-27 00:34,81.88,80.82,273.51,99,101
2025-03-27 00:49,84.46,61.21,346.68,96,104
2025-03-27 01:04,69.76,90.85,336.72,101,97
2025-03-27 01:19,68.39,99.49,250.04,102,95
2025-03-27 01:34,71.34,67.53,316.97,99,101
2025-03-27 01:49,68.52,77.33,366.42,100,99
2025-03-27 02:04,65.7,65.53,381.37,99,100
2025-03-27 02:19,65.87,90.65,367.1,102,96
2025-03-27 02:34,87.5,70.51,290.35,97,103
2025-03-27 02:49,67.37,66.35,294.82,99,100
2025-03-27 03:04,60.57,63.73,340.01,100,99
2025-03-27 03:19,74.57,68.52,325.63,98,101
2025-03-27 03:34,85.32,83.07,340.74,98,101
2025-03-27 03:49,83.75,65.57,367.92,97,103
2025-03-27 04:04,67.2,67.68,300.43,99,100
2025-03-27 04:19,74.67,61.25,338.67,98,102
2025-03-27 04:34,89.12,84.54,346.43,98,102
2025-03-27 04:49,63.75,66.18,368.59,100,99
2025-03-27 05:04,64.23,71.7,319.93,100,99
2025-03-27 05:19,81.24,77.09,388.96,98,101
2025-03-27 05:34,69.85,74.03,251.71,100,99
2025-03-27 05:49,81.49,79.92,375.73,99,101
2025-03-27 06:04,82.34,81.74,362.91,99,101
2025-03-27 06:19,79.59,96.13,267.23,100,98
2025-03-27 06:34,70.46,97.13,379.65,102,96
2025-03-27 06:49,85.95,73.2,341.21,97,103
2025-03-27 07:04,89.31,90.07,307.58,98,101
2025-03-27 07:19,79.58,69.32,385.86,98,102
2025-03-27 07:34,68.61,81.08,250.18,101,98
2025-03-27 07:49,70.41,67.34,385.92,99,100
2025-03-27 08:04,78.97,71.7,347.92,98,102
2025-03-27 08:19,78.92,90.04,372.47,100,99
2025-03-27 08:34,89.77,60.12,307.62,95,105
2025-03-27 08:49,84.77,92.12,378.63,99,100
2025-03-27 09:04,66.43,69.65,297.79,100,99
2025-03-27 09:19,76.53,75.43,369.74,99,100
2025-03-27 09:34,89.16,86.96,270.12,98,101
2025-03-27 09:49,74.69,76.68,257.51,99,100
2025-03-27 10:04,76.38,67.6,341.61,98,102
2025-03-27 10:19,63.57,99.88,313.74,103,94
2025-03-27 10:34,75.16,64.92,373.16,98,102
2025-03-27 10:49,69.54,77.2,364.9,100,99
2025-03-27 11:04,60.25,91.38,303.06,103,95
2025-03-27 11:19,66.27,99.15,336.35,103,95
2025-03-27 11:34,68.48,62.77,268.47,99,101
2025-03-27 11:49,72.59,70.58,365.59,99,100
2025-03-27 12:04,60.9,78.3,272.04,101,97
2025-03-27 12:19,63.88,79.67,295.83,101,97
2025-03-27 12:34,84.53,71.11,360.24,97,103
2025-03-27 12:49,74.49,95.33,291.53,101,97
2025-03-27 13:04,80.64,85.84,285.41,99,100
2025-03-27 13:19,85.62,76.76,372.95,98,102
2025-03-27 13:34,80.4,69.7,388.97,98,102
2025-03-27 13:49,71.97,62.52,355.53,98,102
2025-03-27 14:04,65.93,60.22,281.49,99,101
2025-03-27 14:19,88.3,86.37,324.31,98,101
2025-03-27 14:34,68.03,61.87,280.23,99,101
2025-03-27 14:49,79.02,75.93,344.93,98,101
2025-03-27 15:04,61.14,77.07,344.2,101,97
2025-03-27 15:19,70.91,73.57,275.09,99,100
2025-03-27 15:34,63.8,92.35,353.28,102,95
2025-03-27 15:49,68.05,62.04,341.45,99,101
2025-03-27 16:04,79.69,70.6,283.14,98,102
2025-03-27 16:19,79.16,84.22,346.0,99,100
2025-03-27 16:34,81.01,75.69,306.25,98,101
2025-03-27 16:49,60.19,87.72,322.66,102,95
2025-03-27 17:04,63.49,87.59,381.72,102,96
2025-03-27 17:19,61.97,75.41,344.45,101,98
2025-03-27 17:34,68.82,70.87,386.09,100,100
2025-03-27 17:49,81.02,77.48,301.06,98,101
2025-03-27 18:04,66.73,92.91,377.4,102,96
2025-03-27 18:19,67.91,68.08,368.62,99,100
2025-03-27 18:34,63.3,98.06,354.03,103,94
2025-03-27 18:49,82.95,90.85,380.25,99,99
2025-03-27 19:04,74.02,67.82,259.87,98,101
2025-03-27 19:19,68.14,94.98,307.83,102,96
2025-03-27 19:34,72.23,67.65,260.17,99,101
2025-03-27 19:49,78.16,86.34,332.94,100,99
2025-03-27 20:04,69.01,73.85,314.3,100,99
2025-03-27 20:19,78.0,69.74,336.6,98,102
2025-03-27 20:34,72.43,67.66,297.78,99,101
2025-03-27 20:49,66.98,80.33,386.71,101,98
2025-03-27 21:04,84.74,95.53,306.67,100,99
2025-03-27 21:19,83.19,78.45,273.66,98,101
2025-03-27 21:34,74.4,83.19,283.29,100,99
2025-03-27 21:49,85.7,85.9,383.56,98,101
2025-03-27 22:04,88.42,88.39,258.52,98,101
2025-03-27 22:19,72.67,93.0,346.85,101,97
2025-03-27 22:34,68.74,72.09,272.55,100,99
2025-03-27 22:49,60.47,99.44,282.62,104,94
2025-03-27 23:04,67.88,87.72,348.72,101,97
2025-03-27 23:19,89.68,96.08,389.6,99,100
2025-03-27 23:34,69.72,82.56,315.64,101,98
2025-03-27 23:49,83.33,96.26,307.3,100,99
2025-03-28 00:04,74.41,93.8,327.63,101,97
2025-03-28 00:19,61.42,69.76,259.31,101,98
2025-03-28 00:34,81.21,65.86,281.15,97,103
2025-03-28 00:49,70.65,71.78,344.13,99,100
2025-03-28 01:04,68.4,72.08,327.78,100,99
2025-03-28 01:19,61.44,66.28,380.52,100,99
2025-03-28 01:34,89.39,89.73,382.02,98,101
2025-03-28 01:49,89.8,62.53,322.27,96,105
2025-03-28 02:04,72.77,81.49,360.03,100,99
2025-03-28 02:19,64.99,76.8,387.42,101,98
2025-03-28 02:34,87.12,70.66,283.66,97,103
2025-03-28 02:49,85.52,67.79,290.79,97,103
2025-03-28 03:04,66.35,85.39,250.11,101,97
2025-03-28 03:19,77.33,98.99,283.32,101,97
2025-03-28 03:34,70.99,72.97,341.26,99,100
2025-03-28 03:49,66.18,80.07,265.24,101,98
2025-03-28 04:04,87.83,93.01,379.53,99,100
2025-03-28 04:19,68.22,66.52,309.63,99,100
2025-03-28 04:34,65.89,92.51,311.38,102,96
2025-03-28 04:49,65.17,82.04,322.63,101,97
2025-03-28 05:04,80.49,82.96,315.71,99,100
2025-03-28 05:19,89.5,83.09,350.73,98,102
2025-03-28 05:34,71.46,84.97,317.25,101,98
2025-03-28 05:49,80.87,73.72,285.94,98,102
2025-03-28 06:04,65.94,93.71,334.61,102,96
2025-03-28 06:19,63.36,74.52,323.59,101,98
2025-03-28 06:34,64.29,83.85,296.92,101,97
2025-03-28 06:49,65.75,60.59,357.59,99,101
2025-03-28 07:04,87.16,77.97,322.1,97,102
2025-03-28 07:19,85.21,76.78,356.92,98,102
2025-03-28 07:34,83.73,87.26,280.08,99,100
2025-03-28 07:49,88.31,85.6,253.14,98,101
2025-03-28 08:04,89.4,65.6,290.99,96,105
2025-03-28 08:19,86.4,85.42,338.54,98,101
2025-03-28 08:34,73.13,69.66,349.7,99,101
2025-03-28 08:49,81.77,64.46,298.06,97,103
