time,relative_humidity,temperature,co2_levels,population
2025-03-23 11:20:13,65.11,75.27,278.39,100.0
2025-03-23 11:35:13,80.6,84.55,264.59,100.0
2025-03-23 11:50:13,66.2,77.53,290.64,100.0
2025-03-23 12:05:13,76.7,84.72,316.58,100.0
2025-03-23 12:20:13,60.55,89.52,304.4,100.0
2025-03-23 12:35:13,68.56,74.04,381.46,100.0
2025-03-23 12:50:13,68.66,90.73,317.66,100.0
2025-03-23 13:05:13,80.31,60.71,366.49,100.0
2025-03-23 13:20:13,64.06,61.81,254.66,100.0
2025-03-23 13:35:13,80.17,66.47,278.01,100.0
2025-03-23 13:50:13,83.49,79.1,334.5,100.0
2025-03-23 14:05:13,62.71,74.93,288.27,100.0
2025-03-23 14:20:13,64.73,88.36,290.37,100.0
2025-03-23 14:35:13,68.05,83.33,286.88,100.0
2025-03-23 14:50:13,63.05,61.61,297.71,100.0
2025-03-23 15:05:13,65.88,82.3,337.54,100.0
2025-03-23 15:20:13,86.13,84.28,269.02,100.0
2025-03-23 15:35:13,89.33,96.76,376.53,100.0
2025-03-23 15:50:13,82.11,72.68,339.54,100.0
2025-03-23 16:05:13,75.11,88.63,254.4,100.0
2025-03-23 16:20:13,82.32,60.7,329.28,100.0
2025-03-23 16:35:13,87.53,96.67,357.97,101.0
2025-03-23 16:50:13,73.68,93.7,267.84,101.0
2025-03-23 17:05:13,63.21,96.59,305.88,100.0
2025-03-23 17:20:13,70.33,80.72,309.52,100.0
2025-03-23 17:35:13,74.59,90.61,370.9,100.0
2025-03-23 17:50:13,62.74,61.53,256.94,100.0
2025-03-23 18:05:13,87.68,68.71,387.94,101.0
2025-03-23 18:20:13,63.94,85.2,258.49,101.0
2025-03-23 18:35:13,60.52,68.79,386.13,101.0
2025-03-23 18:50:13,85.68,64.31,304.19,100.0
2025-03-23 19:05:13,73.16,73.04,326.86,100.0
2025-03-23 19:20:13,85.42,84.18,324.95,100.0
2025-03-23 19:35:13,79.11,94.84,344.66,101.0
2025-03-23 19:50:13,64.21,73.51,258.65,101.0
2025-03-23 20:05:13,72.11,78.12,335.19,101.0
2025-03-23 20:20:13,62.58,79.98,381.64,101.0
2025-03-23 20:35:13,79.93,94.27,291.02,101.0
2025-03-23 20:50:13,88.91,81.24,386.15,100.0
2025-03-23 21:05:13,60.94,71.73,386.92,101.0
2025-03-23 21:20:13,81.44,64.06,342.48,100.0
2025-03-23 21:35:13,67.05,70.82,320.4,100.0
2025-03-23 21:50:13,74.59,93.8,360.15,101.0
2025-03-23 22:05:13,74.05,96.79,339.08,101.0
2025-03-23 22:20:13,89.07,96.2,343.36,100.0
2025-03-23 22:35:13,71.65,71.06,355.77,100.0
2025-03-23 22:50:13,67.77,78.68,329.03,100.0
2025-03-23 23:05:13,73.46,68.63,344.13,101.0
2025-03-23 23:20:13,74.66,85.37,269.47,101.0
2025-03-23 23:35:13,61.94,86.81,376.68,101.0
2025-03-23 23:50:13,70.73,67.28,302.46,101.0
2025-03-24 00:05:13,86.32,70.64,261.8,100.0
2025-03-24 00:20:13,79.85,73.52,267.93,100.0
2025-03-24 00:35:13,73.14,67.86,256.26,100.0
2025-03-24 00:50:13,61.88,60.07,328.87,100.0
2025-03-24 01:05:13,84.74,85.19,336.61,100.0
2025-03-24 01:20:13,73.47,80.59,286.08,100.0
2025-03-24 01:35:13,72.55,63.52,282.84,100.0
2025-03-24 01:50:13,62.46,62.81,252.36,100.0
2025-03-24 02:05:13,87.55,95.91,253.61,100.0
2025-03-24 02:20:13,68.4,97.31,292.73,100.0
2025-03-24 02:35:13,89.27,84.75,375.58,100.0
2025-03-24 02:50:13,70.89,64.07,389.3,100.0
2025-03-24 03:05:13,84.16,86.51,285.02,100.0
2025-03-24 03:20:13,75.08,86.73,363.79,100.0
2025-03-24 03:35:13,79.63,90.73,269.19,100.0
2025-03-24 03:50:13,82.95,60.4,286.62,100.0
2025-03-24 04:05:13,83.0,67.57,328.65,100.0
2025-03-24 04:20:13,88.33,98.51,378.86,100.0
2025-03-24 04:35:13,80.24,60.68,260.08,100.0
2025-03-24 04:50:13,75.21,98.82,251.19,100.0
2025-03-24 05:05:13,73.26,75.58,356.7,100.0
2025-03-24 05:20:13,81.77,73.49,382.83,101.0
2025-03-24 05:35:13,68.77,85.1,347.52,101.0
2025-03-24 05:50:13,78.88,76.47,323.91,101.0
2025-03-24 06:05:13,75.86,63.76,295.79,101.0
2025-03-24 06:20:13,71.55,86.26,350.86,100.0
2025-03-24 06:35:13,71.51,75.27,307.76,101.0
2025-03-24 06:50:13,81.32,83.92,374.55,100.0
2025-03-24 07:05:13,66.59,81.36,307.88,101.0
2025-03-24 07:20:13,61.67,72.57,381.34,100.0
2025-03-24 07:35:13,81.4,78.12,342.92,100.0
2025-03-24 07:50:13,64.78,61.56,267.14,100.0
2025-03-24 08:05:13,85.59,75.1,328.87,101.0
2025-03-24 08:20:13,60.14,77.68,355.01,101.0
2025-03-24 08:35:13,64.87,67.57,385.0,101.0
2025-03-24 08:50:13,76.21,76.21,339.12,101.0
2025-03-24 09:05:13,77.64,97.02,310.55,101.0
2025-03-24 09:20:13,84.29,84.76,366.89,101.0
2025-03-24 09:35:13,82.77,61.26,306.15,100.0
2025-03-24 09:50:13,79.24,66.09,295.94,100.0
2025-03-24 10:05:13,85.03,64.14,347.26,101.0
2025-03-24 10:20:13,80.94,87.9,359.33,101.0
2025-03-24 10:35:13,62.37,75.5,347.5,101.0
2025-03-24 10:50:13,64.07,94.2,379.31,101.0
2025-03-24 11:05:13,70.12,93.29,372.36,101.0
2025-03-24 11:20:13,86.93,77.38,280.68,101.0
2025-03-24 11:35:13,61.29,96.94,294.08,101.0
2025-03-24 11:50:13,82.79,73.03,372.77,101.0
2025-03-24 12:05:13,70.45,79.15,340.76,101.0
2025-03-24 12:20:13,81.57,73.2,318.93,101.0
2025-03-24 12:35:13,68.76,70.24,301.73,101.0
2025-03-24 12:50:13,77.04,64.38,375.44,101.0
2025-03-24 13:05:13,70.47,96.77,382.41,101.0
2025-03-24 13:20:13,63.53,86.78,340.79,101.0
2025-03-24 13:35:13,83.59,64.54,296.01,101.0
2025-03-24 13:50:13,69.08,85.28,369.35,100.0
2025-03-24 14:05:13,63.27,88.28,362.03,100.0
2025-03-24 14:20:13,60.26,96.14,277.73,100.0
2025-03-24 14:35:13,69.34,90.74,373.83,100.0
2025-03-24 14:50:13,68.02,72.46,293.84,100.0
2025-03-24 15:05:13,63.89,68.02,267.29,100.0
2025-03-24 15:20:13,70.09,89.61,368.93,101.0
2025-03-24 15:35:13,78.06,67.49,292.86,101.0
2025-03-24 15:50:13,86.72,97.87,365.23,100.0
2025-03-24 16:05:13,81.28,70.3,369.68,101.0
2025-03-24 16:20:13,71.7,64.66,306.05,101.0
2025-03-24 16:35:13,86.27,61.89,305.2,101.0
2025-03-24 16:50:13,76.76,93.6,302.57,101.0
2025-03-24 17:05:13,82.88,83.61,339.1,101.0
2025-03-24 17:20:13,73.36,83.42,352.2,101.0
2025-03-24 17:35:13,82.9,65.33,266.82,101.0
2025-03-24 17:50:13,76.84,85.9,321.12,101.0
2025-03-24 18:05:13,83.01,93.86,347.86,101.0
2025-03-24 18:20:13,87.57,68.32,270.02,101.0
2025-03-24 18:35:13,70.11,68.01,351.47,101.0
2025-03-24 18:50:13,81.38,76.01,295.97,101.0
2025-03-24 19:05:13,80.75,88.09,284.97,101.0
2025-03-24 19:20:13,61.3,88.71,302.31,101.0
2025-03-24 19:35:13,85.79,92.71,294.48,101.0
2025-03-24 19:50:13,60.77,85.56,332.27,100.0
2025-03-24 20:05:13,78.85,91.62,304.83,100.0
2025-03-24 20:20:13,71.58,98.74,272.71,100.0
2025-03-24 20:35:13,87.03,71.77,311.87,100.0
2025-03-24 20:50:13,88.04,92.85,282.06,100.0
2025-03-24 21:05:13,80.71,89.99,294.3,100.0
2025-03-24 21:20:13,77.67,62.74,323.74,100.0
2025-03-24 21:35:13,77.25,86.29,367.21,100.0
2025-03-24 21:50:13,84.03,70.4,258.78,99.0
2025-03-24 22:05:13,88.5,90.01,301.4,100.0
2025-03-24 22:20:13,85.52,81.11,381.89,99.0
2025-03-24 22:35:13,86.83,72.63,377.56,99.0
2025-03-24 22:50:13,62.26,88.71,324.48,99.0
2025-03-24 23:05:13,88.86,93.11,363.72,99.0
2025-03-24 23:20:13,64.85,66.66,358.73,99.0
2025-03-24 23:35:13,79.12,84.87,385.53,99.0
2025-03-24 23:50:13,74.94,81.8,301.12,99.0
2025-03-25 00:05:13,83.84,90.37,347.59,99.0
2025-03-25 00:20:13,61.66,87.67,319.11,99.0
2025-03-25 00:35:13,88.4,61.68,312.82,99.0
2025-03-25 00:50:13,65.29,95.71,258.85,99.0
2025-03-25 01:05:13,81.81,96.19,259.66,99.0
2025-03-25 01:20:13,79.59,68.9,251.09,99.0
2025-03-25 01:35:13,88.56,92.61,290.5,99.0
2025-03-25 01:50:13,78.99,91.36,322.62,99.0
2025-03-25 02:05:13,60.81,96.61,298.09,99.0
2025-03-25 02:20:13,79.14,69.6,280.57,99.0
2025-03-25 02:35:13,71.11,89.38,370.83,99.0
2025-03-25 02:50:13,68.79,74.27,330.38,99.0
2025-03-25 03:05:13,71.94,87.76,327.46,99.0
2025-03-25 03:20:13,80.38,89.27,309.35,99.0
2025-03-25 03:35:13,80.87,76.92,382.74,99.0
2025-03-25 03:50:13,85.47,80.5,341.91,99.0
2025-03-25 04:05:13,64.26,78.11,328.21,99.0
2025-03-25 04:20:13,76.9,75.76,378.83,99.0
2025-03-25 04:35:13,64.35,99.09,309.25,99.0
2025-03-25 04:50:13,66.6,94.09,291.59,99.0
2025-03-25 05:05:13,89.17,84.42,380.19,99.0
2025-03-25 05:20:13,88.8,87.28,293.18,98.0
2025-03-25 05:35:13,74.79,64.11,257.09,98.0
2025-03-25 05:50:13,82.99,79.46,321.0,99.0
2025-03-25 06:05:13,84.01,61.22,350.66,99.0
2025-03-25 06:20:13,70.27,83.01,295.95,99.0
2025-03-25 06:35:13,83.25,97.86,368.8,99.0
2025-03-25 06:50:13,69.05,75.53,366.78,99.0
2025-03-25 07:05:13,85.28,93.77,305.28,99.0
2025-03-25 07:20:13,74.87,83.03,331.23,98.0
2025-03-25 07:35:13,60.8,69.74,283.64,98.0
2025-03-25 07:50:13,88.55,96.23,359.65,98.0
2025-03-25 08:05:13,79.99,96.4,271.7,98.0
2025-03-25 08:20:13,64.7,70.82,364.82,98.0
2025-03-25 08:35:13,61.9,91.51,306.77,98.0
2025-03-25 08:50:13,84.15,75.04,336.28,98.0
2025-03-25 09:05:13,84.02,84.96,291.8,97.0
2025-03-25 09:20:13,89.24,60.36,362.88,97.0
2025-03-25 09:35:13,67.43,93.56,319.28,97.0
2025-03-25 09:50:13,79.5,83.35,380.91,97.0
2025-03-25 10:05:13,75.59,96.67,282.94,97.0
2025-03-25 10:20:13,62.41,90.04,261.43,97.0
2025-03-25 10:35:13,63.92,98.66,384.95,97.0
2025-03-25 10:50:13,84.31,83.13,265.64,97.0
2025-03-25 11:05:13,73.63,90.17,359.42,97.0
2025-03-25 11:20:13,88.37,61.8,335.56,97.0
2025-03-25 11:35:13,78.54,71.84,340.76,97.0
2025-03-25 11:50:13,86.19,68.28,373.81,97.0
2025-03-25 12:05:13,69.8,62.14,287.96,97.0
2025-03-25 12:20:13,67.18,95.13,265.5,97.0
2025-03-25 12:35:13,87.4,90.71,292.81,97.0
2025-03-25 12:50:13,62.57,60.31,286.26,97.0
2025-03-25 13:05:13,63.17,98.57,321.08,97.0
2025-03-25 13:20:13,85.31,71.48,387.82,97.0
2025-03-25 13:35:13,61.85,93.69,278.84,97.0
2025-03-25 13:50:13,79.12,91.33,252.96,97.0
2025-03-25 14:05:13,86.43,60.42,339.85,97.0
2025-03-25 14:20:13,80.86,87.6,281.75,97.0
2025-03-25 14:35:13,76.2,94.41,321.72,97.0
2025-03-25 14:50:13,64.43,95.27,288.8,96.0
2025-03-25 15:05:13,65.04,64.6,285.49,96.0
2025-03-25 15:20:13,74.41,74.63,375.94,96.0
2025-03-25 15:35:13,85.86,99.57,324.83,96.0
2025-03-25 15:50:13,80.86,91.43,281.55,96.0
2025-03-25 16:05:13,75.57,80.53,352.53,96.0
2025-03-25 16:20:13,70.96,67.48,357.11,96.0
2025-03-25 16:35:13,86.1,75.23,285.18,96.0
2025-03-25 16:50:13,71.73,70.79,339.44,96.0
2025-03-25 17:05:13,76.06,90.15,322.06,96.0
2025-03-25 17:20:13,63.81,61.33,334.88,96.0
2025-03-25 17:35:13,88.68,71.58,373.78,96.0
2025-03-25 17:50:13,85.8,81.61,306.79,96.0
2025-03-25 18:05:13,60.0,70.11,389.74,96.0
2025-03-25 18:20:13,78.96,75.5,315.8,96.0
2025-03-25 18:35:13,77.32,93.35,313.81,96.0
2025-03-25 18:50:13,77.91,70.0,388.03,96.0
2025-03-25 19:05:13,89.5,75.65,325.08,96.0
2025-03-25 19:20:13,70.95,95.35,273.85,96.0
2025-03-25 19:35:13,85.53,74.49,348.59,96.0
2025-03-25 19:50:13,82.05,93.67,258.13,96.0
2025-03-25 20:05:13,89.12,78.47,275.31,96.0
2025-03-25 20:20:13,83.06,74.95,340.1,96.0
2025-03-25 20:35:13,70.24,99.75,295.12,97.0
2025-03-25 20:50:13,81.09,92.5,369.39,97.0
2025-03-25 21:05:13,89.21,73.71,304.61,97.0
2025-03-25 21:20:13,86.14,92.06,386.32,97.0
2025-03-25 21:35:13,87.73,72.23,360.54,97.0
2025-03-25 21:50:13,68.24,77.85,288.89,97.0
2025-03-25 22:05:13,78.22,61.32,257.04,97.0
2025-03-25 22:20:13,84.95,72.88,359.34,97.0
2025-03-25 22:35:13,60.45,96.58,268.81,98.0
2025-03-25 22:50:13,74.8,69.08,356.05,98.0
2025-03-25 23:05:13,82.63,91.45,337.75,98.0
2025-03-25 23:20:13,76.96,68.6,368.04,98.0
2025-03-25 23:35:13,69.09,85.67,316.81,98.0
2025-03-25 23:50:13,70.33,76.87,264.28,98.0
2025-03-26 00:05:13,77.85,93.03,288.62,98.0
2025-03-26 00:20:13,60.3,86.68,342.88,98.0
2025-03-26 00:35:13,89.75,95.8,381.67,98.0
2025-03-26 00:50:13,75.17,78.78,356.12,98.0
2025-03-26 01:05:13,85.88,68.91,372.66,98.0
2025-03-26 01:20:13,68.12,75.59,357.07,98.0
2025-03-26 01:35:13,62.79,85.99,250.22,99.0
2025-03-26 01:50:13,61.95,80.14,347.89,99.0
2025-03-26 02:05:13,77.42,93.81,333.75,99.0
2025-03-26 02:20:13,77.08,82.23,275.1,99.0
2025-03-26 02:35:13,67.72,68.37,383.83,99.0
2025-03-26 02:50:13,87.3,95.14,283.86,99.0
2025-03-26 03:05:13,80.03,81.28,250.16,99.0
2025-03-26 03:20:13,89.71,81.89,261.67,99.0
2025-03-26 03:35:13,62.66,69.65,254.83,99.0
2025-03-26 03:50:13,62.46,68.69,358.99,99.0
2025-03-26 04:05:13,76.49,90.68,381.47,99.0
2025-03-26 04:20:13,79.43,92.09,380.08,99.0
2025-03-26 04:35:13,65.18,84.69,269.86,99.0
2025-03-26 04:50:13,76.73,85.14,289.73,99.0
2025-03-26 05:05:13,64.94,98.1,278.7,99.0
2025-03-26 05:20:13,67.64,68.82,353.27,99.0
2025-03-26 05:35:13,60.11,94.57,279.49,99.0
2025-03-26 05:50:13,62.14,72.99,290.45,99.0
2025-03-26 06:05:13,87.24,65.41,365.65,99.0
2025-03-26 06:20:13,62.16,97.8,377.06,99.0
2025-03-26 06:35:13,83.86,94.73,373.46,99.0
2025-03-26 06:50:13,67.47,85.06,346.02,99.0
2025-03-26 07:05:13,83.92,69.11,356.49,99.0
2025-03-26 07:20:13,77.24,74.62,367.98,99.0
2025-03-26 07:35:13,68.66,60.04,323.07,99.0
2025-03-26 07:50:13,71.29,89.08,356.55,99.0
2025-03-26 08:05:13,86.56,60.43,314.83,99.0
2025-03-26 08:20:13,78.39,84.94,352.38,99.0
2025-03-26 08:35:13,82.5,98.03,377.96,99.0
2025-03-26 08:50:13,76.19,96.27,253.79,99.0
2025-03-26 09:05:13,79.73,66.49,337.27,99.0
2025-03-26 09:20:13,72.11,99.01,278.95,99.0
2025-03-26 09:35:13,84.02,98.12,358.52,99.0
2025-03-26 09:50:13,73.97,71.59,386.54,99.0
2025-03-26 10:05:13,77.47,81.88,306.87,99.0
2025-03-26 10:20:13,62.64,60.03,298.9,99.0
2025-03-26 10:35:13,79.25,76.27,332.39,99.0
2025-03-26 10:50:13,62.93,81.96,291.53,99.0
2025-03-26 11:05:13,76.89,80.47,346.11,99.0
2025-03-26 11:20:13,65.6,66.58,289.48,99.0
2025-03-26 11:35:13,82.23,76.3,349.98,99.0
2025-03-26 11:50:13,76.78,60.75,335.22,99.0
2025-03-26 12:05:13,78.88,61.53,296.21,99.0
2025-03-26 12:20:13,82.28,66.67,276.72,99.0
2025-03-26 12:35:13,76.11,78.95,335.59,99.0
2025-03-26 12:50:13,89.59,75.08,346.74,99.0
2025-03-26 13:05:13,72.21,97.92,269.11,100.0
2025-03-26 13:20:13,66.64,97.82,337.08,100.0
2025-03-26 13:35:13,81.73,96.06,355.94,99.0
2025-03-26 13:50:13,87.35,78.32,361.78,100.0
2025-03-26 14:05:13,67.97,75.0,387.18,99.0
2025-03-26 14:20:13,87.66,96.29,250.98,100.0
2025-03-26 14:35:13,82.31,67.84,329.85,99.0
2025-03-26 14:50:13,86.32,77.94,281.35,99.0
2025-03-26 15:05:13,80.85,93.63,278.7,100.0
2025-03-26 15:20:13,74.5,89.27,327.66,99.0
2025-03-26 15:35:13,71.41,85.07,313.65,99.0
2025-03-26 15:50:13,80.11,85.34,290.08,99.0
2025-03-26 16:05:13,66.52,72.44,339.43,99.0
2025-03-26 16:20:13,87.5,97.38,351.25,100.0
2025-03-26 16:35:13,63.07,72.77,367.7,99.0
2025-03-26 16:50:13,68.9,83.69,383.62,100.0
2025-03-26 17:05:13,63.64,82.63,316.38,100.0
2025-03-26 17:20:13,72.53,99.01,371.11,99.0
2025-03-26 17:35:13,75.79,78.25,382.65,100.0
2025-03-26 17:50:13,67.86,62.62,298.25,100.0
2025-03-26 18:05:13,60.98,64.33,305.53,100.0
2025-03-26 18:20:13,87.07,79.83,353.34,100.0
2025-03-26 18:35:13,81.57,91.72,282.16,100.0
2025-03-26 18:50:13,62.5,79.39,352.93,100.0
2025-03-26 19:05:13,65.2,84.08,273.65,100.0
2025-03-26 19:20:13,67.41,89.9,262.78,100.0
2025-03-26 19:35:13,75.33,88.06,336.29,100.0
2025-03-26 19:50:13,83.47,72.52,379.75,101.0
2025-03-26 20:05:13,89.87,89.17,278.74,100.0
2025-03-26 20:20:13,75.62,73.95,307.11,100.0
2025-03-26 20:35:13,61.48,89.11,272.55,100.0
2025-03-26 20:50:13,86.16,68.81,321.18,100.0
2025-03-26 21:05:13,61.91,94.14,377.68,100.0
2025-03-26 21:20:13,86.59,92.51,316.62,100.0
2025-03-26 21:35:13,87.75,66.31,328.34,100.0
2025-03-26 21:50:13,83.16,96.66,310.68,100.0
2025-03-26 22:05:13,89.73,74.33,253.32,100.0
2025-03-26 22:20:13,63.39,80.36,334.82,100.0
2025-03-26 22:35:13,60.16,72.39,267.81,100.0
2025-03-26 22:50:13,85.84,87.85,303.92,101.0
2025-03-26 23:05:13,77.91,80.8,332.22,100.0
2025-03-26 23:20:13,65.65,66.89,281.44,100.0
2025-03-26 23:35:13,62.93,88.16,252.83,100.0
2025-03-26 23:50:13,86.56,83.71,359.68,100.0
2025-03-27 00:05:13,84.52,94.7,336.54,100.0
2025-03-27 00:20:13,62.57,74.77,365.22,100.0
2025-03-27 00:35:13,85.56,89.84,350.84,100.0
2025-03-27 00:50:13,82.73,87.08,363.04,100.0
2025-03-27 01:05:13,84.22,88.39,262.83,100.0
2025-03-27 01:20:13,70.22,63.96,315.87,100.0
2025-03-27 01:35:13,73.48,95.01,278.21,100.0
2025-03-27 01:50:13,74.94,95.67,314.15,100.0
2025-03-27 02:05:13,78.91,67.11,356.37,100.0
2025-03-27 02:20:13,66.66,88.4,334.75,100.0
2025-03-27 02:35:13,84.48,74.11,283.94,100.0
2025-03-27 02:50:13,79.08,79.82,262.86,100.0
2025-03-27 03:05:13,76.91,89.82,290.44,101.0
2025-03-27 03:20:13,64.38,61.22,364.82,101.0
2025-03-27 03:35:13,70.75,63.13,275.88,101.0
2025-03-27 03:50:13,65.91,95.25,269.94,100.0
2025-03-27 04:05:13,68.25,72.59,352.6,100.0
2025-03-27 04:20:13,85.77,71.36,289.97,100.0
2025-03-27 04:35:13,87.62,82.65,350.53,100.0
2025-03-27 04:50:13,63.09,72.57,362.15,100.0
2025-03-27 05:05:13,74.27,89.97,321.36,100.0
2025-03-27 05:20:13,61.93,75.98,370.04,100.0
2025-03-27 05:35:13,76.06,64.99,293.75,100.0
2025-03-27 05:50:13,75.47,68.0,264.94,101.0
2025-03-27 06:05:13,61.55,82.03,374.1,100.0
2025-03-27 06:20:13,61.32,67.67,301.22,100.0
2025-03-27 06:35:13,64.8,83.49,282.41,100.0
2025-03-27 06:50:13,71.57,82.8,328.65,100.0
2025-03-27 07:05:13,80.67,76.62,274.35,100.0
2025-03-27 07:20:13,69.93,68.49,374.61,100.0
2025-03-27 07:35:13,81.97,78.13,343.07,100.0
2025-03-27 07:50:13,68.08,93.03,299.53,100.0
2025-03-27 08:05:13,85.75,66.64,372.05,100.0
2025-03-27 08:20:13,68.79,79.7,296.56,100.0
2025-03-27 08:35:13,64.88,80.49,298.63,100.0
2025-03-27 08:50:13,79.87,60.18,285.26,100.0
2025-03-27 09:05:13,72.2,97.71,343.16,100.0
2025-03-27 09:20:13,60.26,98.88,260.45,100.0
2025-03-27 09:35:13,74.28,68.17,271.56,100.0
2025-03-27 09:50:13,82.57,98.4,288.2,100.0
2025-03-27 10:05:13,64.07,92.62,303.73,100.0
2025-03-27 10:20:13,76.88,91.25,281.05,100.0
2025-03-27 10:35:13,66.62,63.8,289.41,100.0
2025-03-27 10:50:13,71.25,97.78,298.16,100.0
2025-03-27 11:05:13,62.45,64.77,306.59,100.0
2025-03-27 11:20:13,69.92,79.34,340.96,100.0
2025-03-27 11:35:13,82.75,94.3,378.58,100.0
2025-03-27 11:50:13,60.36,67.3,314.88,100.0
2025-03-27 12:05:13,79.45,92.99,299.55,100.0
2025-03-27 12:20:13,69.34,67.91,348.69,100.0
2025-03-27 12:35:13,65.78,62.34,288.57,100.0
2025-03-27 12:50:13,82.09,72.52,298.98,100.0
2025-03-27 13:05:13,84.6,91.49,329.63,100.0
2025-03-27 13:20:13,73.11,84.4,312.09,100.0
2025-03-27 13:35:13,67.24,79.36,262.29,100.0
2025-03-27 13:50:13,67.29,96.08,352.36,100.0
2025-03-27 14:05:13,83.81,89.92,336.09,100.0
2025-03-27 14:20:13,81.85,79.33,311.48,100.0
2025-03-27 14:35:13,74.63,87.02,296.92,100.0
2025-03-27 14:50:13,85.27,98.2,259.77,100.0
2025-03-27 15:05:13,81.65,92.47,388.16,99.0
2025-03-27 15:20:13,73.34,85.94,331.3,99.0
2025-03-27 15:35:13,63.9,94.91,377.82,100.0
2025-03-27 15:50:13,87.27,65.62,379.06,99.0
2025-03-27 16:05:13,63.07,90.5,281.86,100.0
2025-03-27 16:20:13,71.58,85.99,365.01,100.0
2025-03-27 16:35:13,72.98,77.53,320.44,100.0
2025-03-27 16:50:13,66.25,74.69,352.19,100.0
2025-03-27 17:05:13,74.05,67.7,384.69,99.0
