time,relative_humidity,temperature,co2_levels,population
2025-03-23 05:50:13,70.2,60.61,387.98,100.0
2025-03-23 06:05:13,72.16,76.12,323.26,100.0
2025-03-23 06:20:13,79.88,72.92,284.62,100.0
2025-03-23 06:35:13,79.7,79.35,346.88,100.0
2025-03-23 06:50:13,89.66,85.97,359.59,101.0
2025-03-23 07:05:13,72.17,89.63,343.37,101.0
2025-03-23 07:20:13,61.09,72.58,349.47,100.0
2025-03-23 07:35:13,87.87,73.93,359.88,100.0
2025-03-23 07:50:13,89.35,83.03,290.48,101.0
2025-03-23 08:05:13,84.14,85.96,264.95,101.0
2025-03-23 08:20:13,72.37,66.85,302.28,101.0
2025-03-23 08:35:13,65.7,61.19,302.26,101.0
2025-03-23 08:50:13,60.02,61.06,377.86,100.0
2025-03-23 09:05:13,73.14,90.69,382.47,100.0
2025-03-23 09:20:13,81.59,99.2,356.35,100.0
2025-03-23 09:35:13,71.48,77.69,344.64,100.0
2025-03-23 09:50:13,72.43,95.74,274.7,100.0
2025-03-23 10:05:13,65.79,88.56,374.39,100.0
2025-03-23 10:20:13,60.48,65.44,362.17,100.0
2025-03-23 10:35:13,64.87,75.37,370.59,100.0
2025-03-23 10:50:13,65.12,97.93,270.3,100.0
2025-03-23 11:05:13,72.54,82.02,295.95,101.0
2025-03-23 11:20:13,71.63,60.02,321.71,101.0
2025-03-23 11:35:13,68.39,69.07,293.85,101.0
2025-03-23 11:50:13,86.51,76.33,320.1,101.0
2025-03-23 12:05:13,62.4,81.79,326.46,100.0
2025-03-23 12:20:13,74.16,61.7,260.09,100.0
2025-03-23 12:35:13,68.11,77.95,346.01,101.0
2025-03-23 12:50:13,82.23,81.16,306.93,101.0
2025-03-23 13:05:13,77.16,60.65,265.39,101.0
2025-03-23 13:20:13,87.5,60.76,252.12,101.0
2025-03-23 13:35:13,75.84,78.29,384.91,101.0
2025-03-23 13:50:13,82.61,70.17,285.07,101.0
2025-03-23 14:05:13,65.6,98.64,371.79,101.0
2025-03-23 14:20:13,72.59,91.45,337.98,101.0
2025-03-23 14:35:13,75.83,63.77,317.66,100.0
2025-03-23 14:50:13,80.66,79.09,267.87,100.0
2025-03-23 15:05:13,72.38,86.82,372.32,100.0
2025-03-23 15:20:13,79.63,70.78,289.15,100.0
2025-03-23 15:35:13,71.13,67.33,330.68,100.0
2025-03-23 15:50:13,64.62,67.18,316.11,100.0
2025-03-23 16:05:13,82.22,92.34,358.65,99.0
2025-03-23 16:20:13,80.16,61.65,288.78,100.0
2025-03-23 16:35:13,79.11,87.75,328.41,100.0
2025-03-23 16:50:13,87.84,89.5,265.78,100.0
2025-03-23 17:05:13,86.33,67.67,370.02,100.0
2025-03-23 17:20:13,61.41,84.67,358.97,100.0
2025-03-23 17:35:13,85.52,93.35,327.23,100.0
2025-03-23 17:50:13,62.02,86.56,259.73,100.0
2025-03-23 18:05:13,69.29,91.56,346.22,100.0
2025-03-23 18:20:13,72.57,62.88,254.55,100.0
2025-03-23 18:35:13,60.12,64.4,332.11,100.0
2025-03-23 18:50:13,74.07,69.06,279.77,100.0
2025-03-23 19:05:13,85.64,88.65,357.49,100.0
2025-03-23 19:20:13,69.78,93.17,325.03,100.0
2025-03-23 19:35:13,82.82,91.3,318.35,100.0
2025-03-23 19:50:13,88.25,62.31,317.97,101.0
2025-03-23 20:05:13,82.68,89.28,266.79,100.0
2025-03-23 20:20:13,69.03,89.53,255.57,100.0
2025-03-23 20:35:13,60.69,76.89,305.51,100.0
2025-03-23 20:50:13,74.94,93.08,323.89,100.0
2025-03-23 21:05:13,75.68,74.21,282.92,100.0
2025-03-23 21:20:13,82.89,98.08,365.41,100.0
2025-03-23 21:35:13,75.47,65.93,389.64,100.0
2025-03-23 21:50:13,74.52,72.57,377.89,100.0
2025-03-23 22:05:13,79.04,75.48,363.87,100.0
2025-03-23 22:20:13,79.73,93.04,337.71,100.0
2025-03-23 22:35:13,60.9,75.66,297.89,100.0
2025-03-23 22:50:13,63.88,67.59,275.62,100.0
2025-03-23 23:05:13,75.38,88.58,296.11,100.0
2025-03-23 23:20:13,69.91,92.39,376.47,100.0
2025-03-23 23:35:13,64.99,93.1,352.45,100.0
2025-03-23 23:50:13,70.68,60.22,348.89,100.0
2025-03-24 00:05:13,71.33,68.95,317.19,100.0
2025-03-24 00:20:13,67.18,90.69,331.59,100.0
2025-03-24 00:35:13,87.82,91.05,382.04,101.0
2025-03-24 00:50:13,68.68,87.14,327.53,101.0
2025-03-24 01:05:13,69.18,68.49,349.87,101.0
2025-03-24 01:20:13,65.17,67.83,327.8,101.0
2025-03-24 01:35:13,71.34,92.16,321.15,100.0
2025-03-24 01:50:13,74.01,80.3,380.16,100.0
2025-03-24 02:05:13,68.26,89.84,261.66,101.0
2025-03-24 02:20:13,81.64,71.02,331.54,101.0
2025-03-24 02:35:13,75.81,71.98,349.08,101.0
2025-03-24 02:50:13,64.24,72.27,376.34,101.0
2025-03-24 03:05:13,74.15,60.08,273.25,101.0
2025-03-24 03:20:13,86.2,76.66,252.33,101.0
2025-03-24 03:35:13,82.54,76.06,308.12,101.0
2025-03-24 03:50:13,65.1,83.49,312.99,101.0
2025-03-24 04:05:13,68.88,93.61,284.44,101.0
2025-03-24 04:20:13,77.79,60.4,276.36,101.0
2025-03-24 04:35:13,66.15,94.37,261.62,101.0
2025-03-24 04:50:13,68.6,78.87,294.27,101.0
2025-03-24 05:05:13,62.39,88.26,323.28,101.0
2025-03-24 05:20:13,86.5,60.5,291.26,101.0
2025-03-24 05:35:13,68.16,62.35,335.94,101.0
2025-03-24 05:50:13,76.14,68.98,260.51,101.0
2025-03-24 06:05:13,83.71,92.83,311.88,101.0
2025-03-24 06:20:13,61.69,74.41,254.77,101.0
2025-03-24 06:35:13,82.22,68.89,326.24,101.0
2025-03-24 06:50:13,65.04,62.36,260.61,101.0
2025-03-24 07:05:13,66.46,84.77,338.22,101.0
2025-03-24 07:20:13,64.19,94.04,252.56,101.0
2025-03-24 07:35:13,81.35,62.65,330.24,101.0
2025-03-24 07:50:13,72.78,70.29,362.86,101.0
2025-03-24 08:05:13,86.79,93.54,383.61,101.0
2025-03-24 08:20:13,76.83,97.74,261.06,101.0
2025-03-24 08:35:13,66.54,76.72,358.18,101.0
2025-03-24 08:50:13,82.5,78.61,285.55,101.0
2025-03-24 09:05:13,67.23,82.58,288.41,101.0
2025-03-24 09:20:13,82.08,68.2,320.72,101.0
2025-03-24 09:35:13,68.58,96.25,319.15,101.0
2025-03-24 09:50:13,86.03,61.69,318.08,101.0
2025-03-24 10:05:13,86.45,79.1,323.1,101.0
2025-03-24 10:20:13,70.03,88.81,356.66,101.0
2025-03-24 10:35:13,89.57,66.03,309.93,101.0
2025-03-24 10:50:13,70.78,66.02,383.24,101.0
2025-03-24 11:05:13,60.73,96.3,261.09,101.0
2025-03-24 11:20:13,61.97,92.79,361.25,101.0
2025-03-24 11:35:13,78.22,84.62,276.9,101.0
2025-03-24 11:50:13,62.44,62.57,361.73,101.0
2025-03-24 12:05:13,75.03,65.65,296.34,102.0
2025-03-24 12:20:13,65.72,87.87,315.58,102.0
2025-03-24 12:35:13,74.33,60.55,287.88,102.0
2025-03-24 12:50:13,89.5,94.58,288.97,102.0
2025-03-24 13:05:13,76.32,98.54,326.35,102.0
2025-03-24 13:20:13,67.59,61.59,382.74,102.0
2025-03-24 13:35:13,60.91,65.73,338.4,102.0
2025-03-24 13:50:13,66.94,87.95,346.48,102.0
2025-03-24 14:05:13,81.11,93.54,346.66,102.0
2025-03-24 14:20:13,85.44,86.14,310.53,102.0
2025-03-24 14:35:13,89.52,64.53,320.46,102.0
2025-03-24 14:50:13,88.8,64.12,372.84,102.0
2025-03-24 15:05:13,76.11,69.96,293.22,102.0
2025-03-24 15:20:13,80.88,74.93,363.27,102.0
2025-03-24 15:35:13,87.25,82.21,280.54,102.0
2025-03-24 15:50:13,82.65,74.38,296.81,102.0
2025-03-24 16:05:13,80.2,64.31,345.65,103.0
2025-03-24 16:20:13,68.88,65.64,269.0,102.0
2025-03-24 16:35:13,87.3,91.12,314.82,102.0
2025-03-24 16:50:13,83.17,64.42,367.39,102.0
2025-03-24 17:05:13,82.17,86.18,336.79,102.0
2025-03-24 17:20:13,69.06,62.92,321.51,102.0
2025-03-24 17:35:13,78.96,61.84,256.35,102.0
2025-03-24 17:50:13,60.01,86.1,346.18,102.0
2025-03-24 18:05:13,60.09,91.99,335.63,102.0
2025-03-24 18:20:13,67.38,94.04,302.71,102.0
2025-03-24 18:35:13,86.1,85.05,365.67,102.0
2025-03-24 18:50:13,82.62,78.32,313.66,102.0
2025-03-24 19:05:13,67.46,89.68,332.42,102.0
2025-03-24 19:20:13,80.22,87.73,315.88,102.0
2025-03-24 19:35:13,74.05,85.36,307.88,102.0
2025-03-24 19:50:13,78.75,85.08,327.23,102.0
2025-03-24 20:05:13,84.47,60.43,309.29,102.0
2025-03-24 20:20:13,75.5,90.79,288.08,102.0
2025-03-24 20:35:13,77.92,77.05,376.51,102.0
2025-03-24 20:50:13,85.32,88.96,329.68,102.0
2025-03-24 21:05:13,74.17,72.05,385.39,102.0
2025-03-24 21:20:13,72.39,98.3,305.35,102.0
2025-03-24 21:35:13,65.41,71.65,349.91,102.0
2025-03-24 21:50:13,84.39,91.15,342.32,102.0
2025-03-24 22:05:13,86.9,65.5,266.09,102.0
2025-03-24 22:20:13,87.27,92.3,376.75,102.0
2025-03-24 22:35:13,88.61,93.84,303.95,102.0
2025-03-24 22:50:13,73.15,73.53,324.7,102.0
2025-03-24 23:05:13,80.73,91.87,325.48,102.0
2025-03-24 23:20:13,79.58,97.73,300.4,102.0
2025-03-24 23:35:13,77.77,90.23,318.39,102.0
2025-03-24 23:50:13,83.33,79.26,287.84,102.0
2025-03-25 00:05:13,61.5,69.19,350.61,102.0
2025-03-25 00:20:13,61.26,95.59,267.31,102.0
2025-03-25 00:35:13,74.03,64.54,338.74,102.0
2025-03-25 00:50:13,69.6,98.84,350.21,102.0
2025-03-25 01:05:13,86.42,73.08,382.56,102.0
2025-03-25 01:20:13,73.62,83.63,330.26,102.0
2025-03-25 01:35:13,80.72,92.69,322.32,102.0
2025-03-25 01:50:13,61.12,61.31,301.45,102.0
2025-03-25 02:05:13,84.55,82.89,268.83,102.0
2025-03-25 02:20:13,61.61,65.6,255.96,102.0
2025-03-25 02:35:13,83.51,98.94,280.78,102.0
2025-03-25 02:50:13,69.04,85.55,364.16,102.0
2025-03-25 03:05:13,64.15,64.43,385.72,102.0
2025-03-25 03:20:13,73.39,76.09,276.82,102.0
2025-03-25 03:35:13,85.1,78.84,327.84,102.0
2025-03-25 03:50:13,76.71,99.79,307.16,102.0
2025-03-25 04:05:13,85.9,94.93,333.46,102.0
2025-03-25 04:20:13,82.77,61.4,378.16,102.0
2025-03-25 04:35:13,65.05,77.36,351.03,102.0
2025-03-25 04:50:13,79.85,65.36,360.17,102.0
2025-03-25 05:05:13,62.31,67.34,289.2,102.0
2025-03-25 05:20:13,79.33,65.48,316.84,102.0
2025-03-25 05:35:13,84.65,87.49,295.86,102.0
2025-03-25 05:50:13,76.96,90.55,319.0,102.0
2025-03-25 06:05:13,69.69,66.82,340.29,102.0
2025-03-25 06:20:13,64.28,93.95,303.53,102.0
2025-03-25 06:35:13,68.83,91.76,250.05,102.0
2025-03-25 06:50:13,81.83,63.8,264.5,102.0
2025-03-25 07:05:13,62.62,87.7,290.55,102.0
2025-03-25 07:20:13,81.84,87.09,316.74,102.0
2025-03-25 07:35:13,63.43,60.49,302.77,102.0
2025-03-25 07:50:13,61.98,72.56,367.81,102.0
2025-03-25 08:05:13,73.03,75.3,276.4,102.0
2025-03-25 08:20:13,60.97,62.26,290.63,102.0
2025-03-25 08:35:13,66.21,73.23,297.34,102.0
2025-03-25 08:50:13,65.04,73.46,341.68,102.0
2025-03-25 09:05:13,88.48,98.77,268.37,102.0
2025-03-25 09:20:13,77.91,99.54,339.08,102.0
2025-03-25 09:35:13,88.52,83.09,250.0,102.0
2025-03-25 09:50:13,61.54,91.75,357.77,102.0
2025-03-25 10:05:13,67.19,73.68,262.86,101.0
2025-03-25 10:20:13,63.29,99.17,295.13,101.0
2025-03-25 10:35:13,70.21,78.65,293.87,101.0
2025-03-25 10:50:13,79.58,95.98,285.73,101.0
2025-03-25 11:05:13,76.22,94.85,389.19,101.0
2025-03-25 11:20:13,77.76,70.22,349.46,101.0
2025-03-25 11:35:13,81.57,60.16,306.18,101.0
2025-03-25 11:50:13,61.31,67.57,311.37,101.0
2025-03-25 12:05:13,81.77,77.12,354.28,101.0
2025-03-25 12:20:13,86.78,85.97,367.96,101.0
2025-03-25 12:35:13,89.88,65.03,373.02,102.0
2025-03-25 12:50:13,65.78,92.02,277.12,102.0
2025-03-25 13:05:13,72.74,65.63,359.69,102.0
2025-03-25 13:20:13,64.7,97.18,257.91,102.0
2025-03-25 13:35:13,67.57,70.03,354.96,102.0
2025-03-25 13:50:13,61.03,99.78,334.63,102.0
2025-03-25 14:05:13,80.73,79.01,341.22,102.0
2025-03-25 14:20:13,62.74,81.97,269.53,102.0
2025-03-25 14:35:13,60.63,90.19,262.37,102.0
2025-03-25 14:50:13,61.59,76.7,345.38,102.0
2025-03-25 15:05:13,64.15,64.62,326.31,102.0
2025-03-25 15:20:13,85.44,61.5,374.45,102.0
2025-03-25 15:35:13,80.43,82.95,326.06,102.0
2025-03-25 15:50:13,71.84,64.34,297.63,102.0
2025-03-25 16:05:13,80.96,67.57,268.9,102.0
2025-03-25 16:20:13,84.64,89.82,331.14,102.0
2025-03-25 16:35:13,76.83,88.41,345.23,102.0
2025-03-25 16:50:13,87.74,94.0,286.8,102.0
2025-03-25 17:05:13,87.7,87.48,388.29,102.0
2025-03-25 17:20:13,60.02,90.91,275.63,102.0
2025-03-25 17:35:13,61.68,67.49,376.47,102.0
2025-03-25 17:50:13,67.9,93.53,306.59,102.0
2025-03-25 18:05:13,64.24,95.11,285.65,102.0
2025-03-25 18:20:13,77.98,86.73,351.16,102.0
2025-03-25 18:35:13,89.7,61.77,369.65,103.0
2025-03-25 18:50:13,62.36,80.95,348.81,103.0
2025-03-25 19:05:13,77.91,74.26,284.01,102.0
2025-03-25 19:20:13,88.93,89.62,258.33,102.0
2025-03-25 19:35:13,65.61,75.12,316.11,102.0
2025-03-25 19:50:13,88.57,63.82,361.38,102.0
2025-03-25 20:05:13,79.74,61.03,352.65,102.0
2025-03-25 20:20:13,74.58,71.01,348.74,102.0
2025-03-25 20:35:13,71.96,97.14,353.59,102.0
2025-03-25 20:50:13,73.13,72.71,319.45,102.0
2025-03-25 21:05:13,64.43,84.33,380.77,102.0
2025-03-25 21:20:13,83.34,87.9,291.39,102.0
2025-03-25 21:35:13,84.81,78.73,303.5,102.0
2025-03-25 21:50:13,72.89,97.71,261.56,102.0
2025-03-25 22:05:13,76.14,67.86,286.74,102.0
2025-03-25 22:20:13,67.35,62.01,369.73,102.0
2025-03-25 22:35:13,70.26,91.84,260.48,102.0
2025-03-25 22:50:13,87.93,66.62,321.38,102.0
2025-03-25 23:05:13,87.38,91.94,322.48,102.0
2025-03-25 23:20:13,83.07,91.99,337.83,102.0
2025-03-25 23:35:13,87.09,91.08,325.43,102.0
2025-03-25 23:50:13,88.27,98.25,347.56,102.0
2025-03-26 00:05:13,69.88,78.82,308.96,102.0
2025-03-26 00:20:13,74.59,78.7,348.02,102.0
2025-03-26 00:35:13,88.57,89.22,334.58,102.0
2025-03-26 00:50:13,61.2,93.87,377.03,102.0
2025-03-26 01:05:13,75.58,77.75,385.41,103.0
2025-03-26 01:20:13,86.13,94.73,379.58,103.0
2025-03-26 01:35:13,73.94,98.51,318.11,103.0
2025-03-26 01:50:13,89.94,75.8,379.42,103.0
2025-03-26 02:05:13,69.65,72.83,353.43,103.0
2025-03-26 02:20:13,85.13,62.94,297.55,103.0
2025-03-26 02:35:13,73.1,83.62,382.8,103.0
2025-03-26 02:50:13,89.26,96.57,276.51,103.0
2025-03-26 03:05:13,61.83,70.55,298.0,103.0
2025-03-26 03:20:13,84.2,98.48,338.32,103.0
2025-03-26 03:35:13,66.86,89.81,278.05,102.0
2025-03-26 03:50:13,82.57,69.96,368.93,103.0
2025-03-26 04:05:13,72.63,73.63,274.02,103.0
2025-03-26 04:20:13,66.83,80.32,303.23,103.0
2025-03-26 04:35:13,70.25,63.17,379.45,103.0
2025-03-26 04:50:13,69.04,79.88,297.59,102.0
2025-03-26 05:05:13,66.98,63.58,378.63,102.0
2025-03-26 05:20:13,76.41,88.76,285.08,103.0
2025-03-26 05:35:13,72.0,77.69,308.97,103.0
2025-03-26 05:50:13,85.19,80.15,270.86,103.0
2025-03-26 06:05:13,80.17,66.49,257.53,103.0
2025-03-26 06:20:13,64.78,92.06,266.16,103.0
2025-03-26 06:35:13,67.96,62.62,331.07,103.0
2025-03-26 06:50:13,86.06,74.85,286.15,103.0
2025-03-26 07:05:13,70.97,93.3,254.31,102.0
2025-03-26 07:20:13,84.13,98.1,343.9,102.0
2025-03-26 07:35:13,86.75,61.69,322.2,102.0
2025-03-26 07:50:13,62.18,98.59,268.55,102.0
2025-03-26 08:05:13,62.23,85.74,289.92,102.0
2025-03-26 08:20:13,71.06,83.65,343.98,102.0
2025-03-26 08:35:13,88.45,87.82,366.38,103.0
2025-03-26 08:50:13,67.57,84.42,266.2,103.0
2025-03-26 09:05:13,60.11,80.9,293.89,103.0
2025-03-26 09:20:13,72.34,84.7,259.5,103.0
2025-03-26 09:35:13,82.16,90.18,293.03,103.0
2025-03-26 09:50:13,68.66,64.72,352.5,103.0
2025-03-26 10:05:13,60.05,99.55,387.59,103.0
2025-03-26 10:20:13,73.11,98.3,293.55,103.0
2025-03-26 10:35:13,80.67,81.25,383.87,103.0
2025-03-26 10:50:13,74.2,72.17,361.69,103.0
2025-03-26 11:05:13,84.21,65.89,366.73,103.0
2025-03-26 11:20:13,60.54,75.34,254.84,103.0
2025-03-26 11:35:13,76.74,92.9,316.68,102.0
2025-03-26 11:50:13,86.14,99.98,288.96,102.0
2025-03-26 12:05:13,66.25,68.22,373.59,103.0
2025-03-26 12:20:13,70.11,93.3,264.11,103.0
2025-03-26 12:35:13,69.48,62.76,337.34,103.0
2025-03-26 12:50:13,63.64,76.47,356.46,103.0
2025-03-26 13:05:13,71.66,62.19,270.69,103.0
2025-03-26 13:20:13,73.85,84.73,302.08,103.0
2025-03-26 13:35:13,89.12,82.6,318.71,103.0
2025-03-26 13:50:13,72.2,60.95,307.24,103.0
2025-03-26 14:05:13,72.99,73.29,295.41,103.0
2025-03-26 14:20:13,72.48,76.15,303.09,103.0
2025-03-26 14:35:13,64.25,67.92,280.69,103.0
2025-03-26 14:50:13,86.13,98.38,339.85,103.0
2025-03-26 15:05:13,75.3,82.24,326.71,103.0
2025-03-26 15:20:13,62.56,80.13,254.07,103.0
2025-03-26 15:35:13,76.35,98.65,301.35,103.0
2025-03-26 15:50:13,71.46,70.26,282.66,103.0
2025-03-26 16:05:13,81.11,85.1,337.0,103.0
2025-03-26 16:20:13,85.61,67.93,251.86,103.0
2025-03-26 16:35:13,84.98,73.43,292.81,102.0
2025-03-26 16:50:13,62.3,79.12,380.45,102.0
2025-03-26 17:05:13,83.29,62.96,297.78,102.0
2025-03-26 17:20:13,80.72,64.55,331.34,102.0
2025-03-26 17:35:13,79.71,82.19,376.32,102.0
2025-03-26 17:50:13,70.93,65.63,339.41,102.0
2025-03-26 18:05:13,72.07,83.22,265.0,102.0
2025-03-26 18:20:13,80.55,92.53,358.34,102.0
2025-03-26 18:35:13,81.22,69.58,260.16,102.0
2025-03-26 18:50:13,64.77,79.67,363.19,102.0
2025-03-26 19:05:13,69.95,68.9,350.2,102.0
2025-03-26 19:20:13,81.03,65.64,261.85,102.0
2025-03-26 19:35:13,64.35,88.45,355.25,102.0
2025-03-26 19:50:13,82.6,96.22,344.57,102.0
2025-03-26 20:05:13,76.13,96.2,250.38,102.0
2025-03-26 20:20:13,69.04,63.98,261.85,102.0
2025-03-26 20:35:13,74.39,82.43,369.55,102.0
2025-03-26 20:50:13,69.67,62.53,270.5,102.0
2025-03-26 21:05:13,68.64,75.75,269.83,103.0
2025-03-26 21:20:13,67.9,98.63,307.22,103.0
2025-03-26 21:35:13,72.02,89.37,271.29,103.0
2025-03-26 21:50:13,80.69,92.22,286.55,103.0
2025-03-26 22:05:13,68.66,77.42,269.76,103.0
2025-03-26 22:20:13,64.06,94.97,341.94,103.0
2025-03-26 22:35:13,76.22,60.02,284.72,103.0
2025-03-26 22:50:13,80.31,84.23,355.1,103.0
2025-03-26 23:05:13,76.26,92.05,382.27,103.0
2025-03-26 23:20:13,68.99,90.43,368.85,103.0
2025-03-26 23:35:13,62.12,61.63,323.22,103.0
2025-03-26 23:50:13,63.09,74.43,276.52,103.0
2025-03-27 00:05:13,64.01,72.04,287.9,103.0
2025-03-27 00:20:13,87.4,60.27,319.65,103.0
2025-03-27 00:35:13,71.47,67.0,331.84,103.0
2025-03-27 00:50:13,64.64,82.76,299.2,103.0
2025-03-27 01:05:13,81.5,86.7,387.64,103.0
2025-03-27 01:20:13,88.69,94.4,345.28,102.0
2025-03-27 01:35:13,82.18,86.59,345.52,103.0
2025-03-27 01:50:13,71.08,65.34,252.55,103.0
2025-03-27 02:05:13,88.66,66.06,287.71,103.0
2025-03-27 02:20:13,68.7,88.04,259.85,103.0
2025-03-27 02:35:13,60.19,65.08,314.79,102.0
2025-03-27 02:50:13,68.82,88.25,254.17,102.0
2025-03-27 03:05:13,67.59,86.84,291.94,102.0
2025-03-27 03:20:13,65.41,85.03,373.87,102.0
2025-03-27 03:35:13,78.99,77.05,334.29,102.0
2025-03-27 03:50:13,68.79,77.24,304.14,102.0
2025-03-27 04:05:13,71.75,98.97,252.36,103.0
2025-03-27 04:20:13,80.09,71.94,385.72,102.0
2025-03-27 04:35:13,78.32,77.7,380.16,102.0
2025-03-27 04:50:13,78.39,73.64,267.28,102.0
2025-03-27 05:05:13,78.6,63.79,387.12,103.0
2025-03-27 05:20:13,70.27,73.88,341.87,102.0
2025-03-27 05:35:13,63.71,63.32,293.04,102.0
2025-03-27 05:50:13,70.97,89.24,339.23,102.0
2025-03-27 06:05:13,80.15,67.68,378.27,103.0
2025-03-27 06:20:13,80.76,74.75,321.69,103.0
2025-03-27 06:35:13,61.81,60.79,257.59,103.0
2025-03-27 06:50:13,86.2,85.97,297.39,102.0
2025-03-27 07:05:13,88.11,67.38,270.44,102.0
2025-03-27 07:20:13,73.34,78.46,358.4,103.0
2025-03-27 07:35:13,81.54,89.68,314.89,103.0
2025-03-27 07:50:13,83.02,90.84,278.93,103.0
2025-03-27 08:05:13,61.31,67.53,351.0,103.0
2025-03-27 08:20:13,85.89,66.73,274.29,103.0
2025-03-27 08:35:13,72.79,64.51,281.53,103.0
2025-03-27 08:50:13,79.78,80.95,353.43,103.0
2025-03-27 09:05:13,68.84,80.0,374.5,103.0
2025-03-27 09:20:13,83.55,95.93,370.4,103.0
2025-03-27 09:35:13,76.15,97.02,254.35,103.0
2025-03-27 09:50:13,76.31,87.2,278.5,103.0
2025-03-27 10:05:13,76.84,64.72,298.2,103.0
2025-03-27 10:20:13,86.69,77.97,377.86,103.0
2025-03-27 10:35:13,82.31,74.4,327.69,103.0
2025-03-27 10:50:13,79.79,68.42,372.84,103.0
2025-03-27 11:05:13,83.79,88.86,290.58,103.0
2025-03-27 11:20:13,76.71,77.23,354.91,103.0
2025-03-27 11:35:13,65.15,86.87,257.3,103.0
2025-03-27 11:50:13,86.01,63.77,360.79,103.0
2025-03-27 12:05:13,72.52,77.4,279.38,103.0
2025-03-27 12:20:13,88.71,81.27,306.35,103.0
2025-03-27 12:35:13,88.54,81.07,329.13,103.0
2025-03-27 12:50:13,73.41,71.4,331.06,103.0
2025-03-27 13:05:13,82.09,89.94,251.78,103.0
2025-03-27 13:20:13,84.95,70.19,333.92,102.0
2025-03-27 13:35:13,60.8,73.26,259.53,102.0
2025-03-27 13:50:13,85.22,81.5,387.88,102.0
2025-03-27 14:05:13,79.32,70.64,324.91,102.0
2025-03-27 14:20:13,77.0,77.87,251.99,102.0
2025-03-27 14:35:13,60.32,83.42,310.82,102.0
2025-03-27 14:50:13,63.42,85.58,268.81,102.0
2025-03-27 15:05:13,85.0,98.51,360.29,102.0
2025-03-27 15:20:13,81.08,83.6,364.35,101.0
2025-03-27 15:35:13,87.13,92.91,361.32,101.0
2025-03-27 15:50:13,64.54,80.79,299.15,101.0
2025-03-27 16:05:13,83.1,84.19,336.47,101.0
2025-03-27 16:20:13,61.72,94.37,353.15,102.0
2025-03-27 16:35:13,86.35,70.02,376.8,101.0
2025-03-27 16:50:13,87.6,67.04,346.46,102.0
2025-03-27 17:05:13,72.86,82.51,258.63,102.0
