time,relative_humidity,temperature,co2_levels,population
2025-03-24 23:35:13,77.42,82.46,300.41,98.0
2025-03-24 23:50:13,69.1,81.26,276.71,98.0
2025-03-25 00:05:13,73.67,96.18,344.83,98.0
2025-03-25 00:20:13,76.18,93.52,263.91,98.0
2025-03-25 00:35:13,77.17,73.39,254.48,98.0
2025-03-25 00:50:13,69.04,88.41,387.34,98.0
2025-03-25 01:05:13,73.6,84.62,297.6,98.0
2025-03-25 01:20:13,75.91,98.85,259.23,98.0
2025-03-25 01:35:13,68.65,82.37,370.98,98.0
2025-03-25 01:50:13,83.28,96.21,364.35,97.0
2025-03-25 02:05:13,82.5,66.83,355.04,97.0
2025-03-25 02:20:13,72.06,84.31,326.62,97.0
2025-03-25 02:35:13,72.55,86.66,308.79,97.0
2025-03-25 02:50:13,65.38,77.35,367.24,97.0
2025-03-25 03:05:13,66.87,87.11,276.88,97.0
2025-03-25 03:20:13,73.69,76.75,278.93,97.0
2025-03-25 03:35:13,70.16,87.85,264.45,97.0
2025-03-25 03:50:13,71.57,66.66,338.73,97.0
2025-03-25 04:05:13,82.89,94.85,353.44,97.0
2025-03-25 04:20:13,80.86,83.74,288.07,98.0
2025-03-25 04:35:13,77.68,77.68,276.73,98.0
2025-03-25 04:50:13,61.01,99.11,292.11,98.0
2025-03-25 05:05:13,87.88,77.27,326.37,97.0
2025-03-25 05:20:13,89.16,66.11,280.04,98.0
2025-03-25 05:35:13,72.16,74.47,291.57,97.0
2025-03-25 05:50:13,83.96,82.29,378.55,97.0
2025-03-25 06:05:13,68.12,86.98,328.04,97.0
2025-03-25 06:20:13,62.59,96.39,269.26,97.0
2025-03-25 06:35:13,63.45,81.38,353.72,97.0
2025-03-25 06:50:13,87.74,87.13,292.41,97.0
2025-03-25 07:05:13,67.25,66.76,254.83,97.0
2025-03-25 07:20:13,89.21,89.11,296.78,97.0
2025-03-25 07:35:13,60.82,88.6,266.08,97.0
2025-03-25 07:50:13,89.25,77.15,272.41,98.0
2025-03-25 08:05:13,66.5,80.98,341.86,97.0
2025-03-25 08:20:13,63.18,79.29,280.84,97.0
2025-03-25 08:35:13,79.92,89.68,368.72,97.0
2025-03-25 08:50:13,88.29,69.93,275.02,97.0
2025-03-25 09:05:13,80.51,90.62,366.49,98.0
2025-03-25 09:20:13,74.74,89.26,350.96,97.0
2025-03-25 09:35:13,70.38,98.79,275.86,97.0
2025-03-25 09:50:13,64.78,93.6,340.67,97.0
2025-03-25 10:05:13,70.72,72.97,275.02,97.0
2025-03-25 10:20:13,82.09,85.9,389.45,97.0
2025-03-25 10:35:13,61.61,80.96,349.66,97.0
2025-03-25 10:50:13,64.08,66.44,314.04,97.0
2025-03-25 11:05:13,69.12,62.34,358.55,97.0
2025-03-25 11:20:13,60.3,91.71,337.83,97.0
2025-03-25 11:35:13,85.06,64.96,374.85,98.0
2025-03-25 11:50:13,70.56,90.4,285.53,98.0
2025-03-25 12:05:13,78.49,86.97,272.28,98.0
2025-03-25 12:20:13,69.86,74.87,309.92,98.0
2025-03-25 12:35:13,79.33,80.38,287.68,98.0
2025-03-25 12:50:13,61.26,75.86,364.55,98.0
2025-03-25 13:05:13,66.92,82.19,318.89,98.0
2025-03-25 13:20:13,66.61,64.5,303.09,98.0
2025-03-25 13:35:13,68.73,73.41,357.11,98.0
2025-03-25 13:50:13,60.69,70.9,369.32,98.0
2025-03-25 14:05:13,88.45,98.79,251.54,98.0
2025-03-25 14:20:13,87.82,86.08,368.37,98.0
2025-03-25 14:35:13,62.74,94.36,252.44,98.0
2025-03-25 14:50:13,75.22,62.35,252.54,98.0
2025-03-25 15:05:13,88.34,63.4,292.31,98.0
2025-03-25 15:20:13,87.96,93.71,349.14,98.0
2025-03-25 15:35:13,73.87,77.3,381.39,98.0
2025-03-25 15:50:13,64.97,72.44,385.5,98.0
2025-03-25 16:05:13,60.65,67.3,367.26,98.0
2025-03-25 16:20:13,89.54,66.88,311.02,98.0
2025-03-25 16:35:13,76.02,64.36,255.64,98.0
2025-03-25 16:50:13,87.6,63.81,331.61,98.0
2025-03-25 17:05:13,84.67,96.6,372.74,98.0
2025-03-25 17:20:13,63.36,94.51,330.18,98.0
2025-03-25 17:35:13,78.48,79.08,262.57,98.0
2025-03-25 17:50:13,73.21,61.91,345.32,98.0
2025-03-25 18:05:13,80.56,64.19,297.24,98.0
2025-03-25 18:20:13,79.62,80.28,324.18,98.0
2025-03-25 18:35:13,87.04,61.09,327.79,98.0
2025-03-25 18:50:13,85.48,74.96,284.8,98.0
2025-03-25 19:05:13,73.65,62.3,316.74,98.0
2025-03-25 19:20:13,60.72,80.44,310.25,98.0
2025-03-25 19:35:13,80.68,96.7,386.26,98.0
2025-03-25 19:50:13,70.73,62.09,386.76,98.0
2025-03-25 20:05:13,78.49,75.01,275.73,98.0
2025-03-25 20:20:13,66.26,70.32,336.59,98.0
2025-03-25 20:35:13,87.47,79.65,257.88,98.0
2025-03-25 20:50:13,76.38,61.57,267.23,98.0
2025-03-25 21:05:13,64.81,94.21,250.91,98.0
2025-03-25 21:20:13,83.02,98.88,363.41,98.0
2025-03-25 21:35:13,81.05,77.88,369.74,98.0
2025-03-25 21:50:13,77.08,96.46,327.0,99.0
2025-03-25 22:05:13,74.8,60.08,331.02,99.0
2025-03-25 22:20:13,86.02,79.46,275.17,99.0
2025-03-25 22:35:13,64.97,71.56,389.38,98.0
2025-03-25 22:50:13,83.05,77.96,308.98,99.0
2025-03-25 23:05:13,78.58,95.35,375.23,98.0
2025-03-25 23:20:13,65.63,60.82,272.17,98.0
2025-03-25 23:35:13,88.66,80.84,363.76,98.0
2025-03-25 23:50:13,60.51,92.46,264.59,98.0
2025-03-26 00:05:13,70.07,61.42,385.55,98.0
2025-03-26 00:20:13,72.32,71.78,343.09,98.0
2025-03-26 00:35:13,63.46,89.65,258.92,98.0
2025-03-26 00:50:13,72.98,90.16,278.4,98.0
2025-03-26 01:05:13,66.42,73.47,254.69,98.0
2025-03-26 01:20:13,87.8,85.67,321.14,98.0
2025-03-26 01:35:13,74.64,90.87,293.08,98.0
2025-03-26 01:50:13,70.82,76.46,307.6,98.0
2025-03-26 02:05:13,60.29,89.54,307.15,98.0
2025-03-26 02:20:13,63.88,82.45,313.8,98.0
2025-03-26 02:35:13,67.21,62.33,320.05,98.0
2025-03-26 02:50:13,70.56,73.82,266.38,98.0
2025-03-26 03:05:13,68.29,99.51,360.34,98.0
2025-03-26 03:20:13,67.17,60.16,380.01,98.0
2025-03-26 03:35:13,87.1,74.73,297.05,98.0
2025-03-26 03:50:13,80.53,78.67,257.58,98.0
2025-03-26 04:05:13,86.15,85.28,286.98,98.0
2025-03-26 04:20:13,68.97,88.79,317.57,98.0
2025-03-26 04:35:13,73.64,94.78,252.39,98.0
2025-03-26 04:50:13,85.66,69.98,298.85,98.0
2025-03-26 05:05:13,81.49,67.66,261.17,98.0
2025-03-26 05:20:13,82.72,80.48,342.83,98.0
2025-03-26 05:35:13,71.57,99.1,285.92,98.0
2025-03-26 05:50:13,62.6,63.27,299.21,98.0
2025-03-26 06:05:13,81.92,95.13,348.24,97.0
2025-03-26 06:20:13,84.67,63.72,342.54,98.0
2025-03-26 06:35:13,75.07,72.54,336.34,98.0
2025-03-26 06:50:13,64.61,87.88,273.18,98.0
2025-03-26 07:05:13,71.32,91.78,326.05,97.0
2025-03-26 07:20:13,81.72,84.4,354.02,97.0
2025-03-26 07:35:13,76.73,75.67,299.15,97.0
2025-03-26 07:50:13,64.88,96.89,254.84,97.0
2025-03-26 08:05:13,81.17,63.56,297.94,97.0
2025-03-26 08:20:13,85.29,95.39,306.88,97.0
2025-03-26 08:35:13,85.36,96.23,336.69,96.0
2025-03-26 08:50:13,60.86,90.93,326.7,96.0
2025-03-26 09:05:13,71.53,78.15,262.72,96.0
2025-03-26 09:20:13,77.27,64.41,271.05,96.0
2025-03-26 09:35:13,75.55,72.59,319.62,96.0
2025-03-26 09:50:13,71.85,94.48,262.08,96.0
2025-03-26 10:05:13,89.96,95.44,334.69,97.0
2025-03-26 10:20:13,82.96,64.79,326.54,97.0
2025-03-26 10:35:13,74.19,78.73,384.79,97.0
2025-03-26 10:50:13,76.43,95.12,257.97,96.0
2025-03-26 11:05:13,81.56,78.03,263.48,96.0
2025-03-26 11:20:13,73.53,79.82,332.59,96.0
2025-03-26 11:35:13,84.36,87.24,379.01,96.0
2025-03-26 11:50:13,63.17,89.91,381.37,96.0
2025-03-26 12:05:13,71.79,80.47,366.55,96.0
2025-03-26 12:20:13,72.0,84.53,319.9,97.0
2025-03-26 12:35:13,81.23,65.51,348.01,96.0
2025-03-26 12:50:13,70.46,72.38,316.71,96.0
2025-03-26 13:05:13,63.62,83.23,352.3,96.0
2025-03-26 13:20:13,64.12,81.95,336.56,96.0
2025-03-26 13:35:13,70.49,67.66,292.78,96.0
2025-03-26 13:50:13,84.02,81.09,355.28,96.0
2025-03-26 14:05:13,75.36,72.42,333.84,96.0
2025-03-26 14:20:13,73.06,72.6,289.74,96.0
2025-03-26 14:35:13,69.16,77.26,336.66,96.0
2025-03-26 14:50:13,78.44,64.44,362.37,96.0
2025-03-26 15:05:13,87.73,76.49,286.85,96.0
2025-03-26 15:20:13,84.9,93.6,305.44,96.0
2025-03-26 15:35:13,77.77,94.34,294.91,96.0
2025-03-26 15:50:13,64.91,82.78,304.87,96.0
2025-03-26 16:05:13,84.16,83.44,348.96,96.0
2025-03-26 16:20:13,76.52,63.61,331.57,96.0
2025-03-26 16:35:13,83.21,73.58,333.67,96.0
2025-03-26 16:50:13,85.21,67.27,255.98,96.0
2025-03-26 17:05:13,68.25,91.16,325.56,96.0
2025-03-26 17:20:13,60.84,76.64,351.66,96.0
2025-03-26 17:35:13,66.62,84.03,250.51,96.0
2025-03-26 17:50:13,82.28,83.21,389.73,96.0
2025-03-26 18:05:13,62.75,89.09,256.94,96.0
2025-03-26 18:20:13,66.96,97.16,275.44,96.0
2025-03-26 18:35:13,69.43,70.81,281.37,96.0
2025-03-26 18:50:13,75.57,64.7,301.04,96.0
2025-03-26 19:05:13,84.98,62.19,307.99,96.0
2025-03-26 19:20:13,80.83,79.98,300.2,96.0
2025-03-26 19:35:13,60.0,84.83,348.53,96.0
2025-03-26 19:50:13,64.23,63.46,379.76,96.0
2025-03-26 20:05:13,60.48,95.67,389.48,96.0
2025-03-26 20:20:13,66.27,97.29,282.61,97.0
2025-03-26 20:35:13,61.12,70.9,316.3,97.0
2025-03-26 20:50:13,63.2,69.51,379.99,97.0
2025-03-26 21:05:13,71.37,63.41,364.01,97.0
2025-03-26 21:20:13,66.36,96.92,272.69,96.0
2025-03-26 21:35:13,78.63,70.11,283.31,97.0
2025-03-26 21:50:13,83.73,62.24,353.47,96.0
2025-03-26 22:05:13,74.32,70.82,377.25,96.0
2025-03-26 22:20:13,86.92,75.08,388.72,97.0
2025-03-26 22:35:13,72.8,85.29,260.59,97.0
2025-03-26 22:50:13,76.81,86.21,338.39,97.0
2025-03-26 23:05:13,84.11,98.37,357.68,97.0
2025-03-26 23:20:13,83.48,64.63,386.51,97.0
2025-03-26 23:35:13,62.68,99.32,289.74,97.0
2025-03-26 23:50:13,88.51,88.59,285.41,97.0
2025-03-27 00:05:13,72.61,64.17,344.52,97.0
2025-03-27 00:20:13,72.2,92.85,310.48,97.0
2025-03-27 00:35:13,65.82,74.16,290.78,97.0
2025-03-27 00:50:13,76.99,62.4,367.94,97.0
2025-03-27 01:05:13,61.32,97.0,297.49,97.0
2025-03-27 01:20:13,65.82,74.52,323.74,97.0
2025-03-27 01:35:13,81.11,73.93,384.25,97.0
2025-03-27 01:50:13,84.59,97.54,388.7,97.0
2025-03-27 02:05:13,85.71,65.91,285.07,97.0
2025-03-27 02:20:13,75.38,98.96,295.93,97.0
2025-03-27 02:35:13,62.14,72.85,290.39,97.0
2025-03-27 02:50:13,86.19,60.27,347.48,97.0
2025-03-27 03:05:13,73.29,92.61,333.57,97.0
2025-03-27 03:20:13,84.44,87.65,307.47,97.0
2025-03-27 03:35:13,69.19,99.98,361.19,97.0
2025-03-27 03:50:13,75.92,71.75,338.92,98.0
2025-03-27 04:05:13,64.13,72.13,323.79,98.0
2025-03-27 04:20:13,89.79,76.22,256.02,98.0
2025-03-27 04:35:13,77.35,98.55,277.13,98.0
2025-03-27 04:50:13,77.33,71.36,291.98,98.0
2025-03-27 05:05:13,87.43,80.87,354.44,98.0
2025-03-27 05:20:13,64.63,99.9,373.64,98.0
2025-03-27 05:35:13,73.06,89.39,250.89,98.0
2025-03-27 05:50:13,65.41,67.67,279.93,98.0
2025-03-27 06:05:13,82.18,96.01,362.53,98.0
2025-03-27 06:20:13,69.44,85.57,347.37,98.0
2025-03-27 06:35:13,61.87,87.19,274.58,98.0
2025-03-27 06:50:13,73.46,88.27,308.68,98.0
2025-03-27 07:05:13,79.74,85.2,318.34,98.0
2025-03-27 07:20:13,75.1,91.14,315.86,98.0
2025-03-27 07:35:13,61.7,65.01,381.85,98.0
2025-03-27 07:50:13,69.86,74.77,360.98,98.0
2025-03-27 08:05:13,64.25,91.71,316.51,98.0
2025-03-27 08:20:13,78.4,88.81,361.81,98.0
2025-03-27 08:35:13,76.0,72.58,368.99,98.0
2025-03-27 08:50:13,80.77,60.29,292.49,98.0
2025-03-27 09:05:13,72.75,98.62,374.76,98.0
2025-03-27 09:20:13,72.28,79.73,355.57,98.0
2025-03-27 09:35:13,86.16,73.39,374.54,98.0
2025-03-27 09:50:13,67.73,61.73,350.35,98.0
2025-03-27 10:05:13,74.72,69.57,345.56,98.0
2025-03-27 10:20:13,78.12,85.33,340.59,98.0
2025-03-27 10:35:13,83.41,71.33,273.74,98.0
2025-03-27 10:50:13,81.39,80.15,350.48,99.0
2025-03-27 11:05:13,75.11,94.4,379.91,99.0
2025-03-27 11:20:13,78.55,96.55,349.75,99.0
2025-03-27 11:35:13,78.54,79.86,255.71,99.0
2025-03-27 11:50:13,88.2,91.11,284.18,99.0
2025-03-27 12:05:13,62.34,78.77,347.18,99.0
2025-03-27 12:20:13,84.99,70.11,315.79,99.0
2025-03-27 12:35:13,73.25,68.83,320.9,99.0
2025-03-27 12:50:13,61.09,74.94,355.91,99.0
2025-03-27 13:05:13,71.45,66.33,285.95,99.0
2025-03-27 13:20:13,83.76,83.49,307.63,99.0
2025-03-27 13:35:13,60.07,92.01,307.6,99.0
2025-03-27 13:50:13,85.53,88.85,324.39,99.0
2025-03-27 14:05:13,85.82,71.99,331.16,99.0
2025-03-27 14:20:13,75.57,67.4,318.31,99.0
2025-03-27 14:35:13,86.57,64.09,285.11,99.0
2025-03-27 14:50:13,68.72,72.89,271.33,99.0
2025-03-27 15:05:13,63.8,81.26,362.95,99.0
2025-03-27 15:20:13,88.0,65.83,343.95,99.0
2025-03-27 15:35:13,77.31,67.6,387.0,99.0
2025-03-27 15:50:13,79.32,75.71,359.97,99.0
2025-03-27 16:05:13,79.91,94.02,326.59,99.0
2025-03-27 16:20:13,86.96,95.49,370.58,99.0
2025-03-27 16:35:13,70.97,76.55,345.26,98.0
2025-03-27 16:50:13,81.54,87.23,339.31,99.0
2025-03-27 17:05:13,70.92,66.94,257.05,98.0
